Contig,Entry
Mcav_TRINITY_GG_10210_c0_g1_i1,Q8TDP1
Mcav_TRINITY_GG_10212_c0_g1_i1,O43184
Mcav_TRINITY_GG_10213_c4_g1_i3,Q9Y6D9
Mcav_TRINITY_GG_10213_c4_g1_i4,Q9Y6D9
Mcav_TRINITY_GG_10224_c2_g1_i1,Q4U2V3
Mcav_TRINITY_GG_10225_c5_g2_i1,Q70CQ4
Mcav_TRINITY_GG_10227_c7_g1_i1,Q6P996
Mcav_TRINITY_GG_1022_c1_g1_i1,F4JTP5
Mcav_TRINITY_GG_10230_c4_g1_i2,Q54KA7
Mcav_TRINITY_GG_10233_c2_g2_i1,Q8WU66
Mcav_TRINITY_GG_10239_c0_g1_i1,C6FG12
Mcav_TRINITY_GG_10247_c0_g1_i1,Q39752
Mcav_TRINITY_GG_10253_c2_g1_i3,O35790
Mcav_TRINITY_GG_10253_c4_g1_i1,Q4QQT0
Mcav_TRINITY_GG_10255_c0_g1_i1,Q9NXG0
Mcav_TRINITY_GG_10256_c0_g1_i1,A2AM05
Mcav_TRINITY_GG_10259_c1_g1_i2,Q96PP9
Mcav_TRINITY_GG_10259_c1_g1_i3,Q96PP9
Mcav_TRINITY_GG_10260_c5_g1_i1,Q0EEE2
Mcav_TRINITY_GG_10281_c0_g1_i1,O60494
Mcav_TRINITY_GG_10282_c0_g1_i7,P46023
Mcav_TRINITY_GG_10291_c2_g1_i1,F6QEU4
Mcav_TRINITY_GG_10301_c0_g1_i1,Q09575
Mcav_TRINITY_GG_10314_c0_g1_i1,Q9DEN4
Mcav_TRINITY_GG_10315_c2_g1_i1,P09960
Mcav_TRINITY_GG_10316_c0_g1_i1,Q96AY4
Mcav_TRINITY_GG_10318_c0_g1_i1,Q5EA11
Mcav_TRINITY_GG_10322_c1_g1_i1,Q95SX7
Mcav_TRINITY_GG_10322_c7_g1_i1,Q5ZMV2
Mcav_TRINITY_GG_10322_c8_g1_i1,Q8CD26
Mcav_TRINITY_GG_10322_c8_g1_i2,P51688
Mcav_TRINITY_GG_10324_c1_g2_i1,F1LU71
Mcav_TRINITY_GG_10325_c0_g1_i1,Q80XJ3
Mcav_TRINITY_GG_10328_c7_g1_i1,A4IIM3
Mcav_TRINITY_GG_10328_c9_g1_i1,Q86YB7
Mcav_TRINITY_GG_10329_c0_g1_i1,P81274
Mcav_TRINITY_GG_10329_c1_g1_i1,P81274
Mcav_TRINITY_GG_10329_c2_g2_i1,Q80XJ3
Mcav_TRINITY_GG_10330_c0_g1_i1,Q96AY4
Mcav_TRINITY_GG_10332_c3_g1_i7,Q9D7H3
Mcav_TRINITY_GG_10332_c3_g3_i1,B0SRF0
Mcav_TRINITY_GG_10333_c7_g1_i3,O54902
Mcav_TRINITY_GG_10333_c7_g2_i1,O54902
Mcav_TRINITY_GG_10334_c0_g1_i1,Q9PU85
Mcav_TRINITY_GG_10337_c1_g1_i1,Q6DBY9
Mcav_TRINITY_GG_10338_c5_g1_i1,Q7Z6Z7
Mcav_TRINITY_GG_10339_c0_g1_i2,P47897
Mcav_TRINITY_GG_10339_c0_g2_i1,P47897
Mcav_TRINITY_GG_10340_c0_g1_i1,P15988
Mcav_TRINITY_GG_10342_c1_g1_i1,B7WFQ1
Mcav_TRINITY_GG_10344_c2_g1_i1,Q68FR5
Mcav_TRINITY_GG_10344_c3_g1_i1,Q96SK2
Mcav_TRINITY_GG_10348_c0_g1_i1,B9EJX3
Mcav_TRINITY_GG_10350_c9_g2_i1,B8VIW9
Mcav_TRINITY_GG_10350_c9_g2_i3,B8VIW9
Mcav_TRINITY_GG_10351_c2_g1_i1,Q6DIH3
Mcav_TRINITY_GG_10354_c0_g1_i1,Q96QE2
Mcav_TRINITY_GG_10354_c1_g1_i1,Q3UHK1
Mcav_TRINITY_GG_10356_c0_g1_i1,D8VNS8
Mcav_TRINITY_GG_10357_c1_g1_i1,Q8K2X2
Mcav_TRINITY_GG_10358_c0_g1_i1,Q00546
Mcav_TRINITY_GG_10362_c9_g1_i2,Q9UPS8
Mcav_TRINITY_GG_10363_c2_g1_i1,Q7Z6Z7
Mcav_TRINITY_GG_10363_c3_g1_i1,Q7Z6Z7
Mcav_TRINITY_GG_10364_c1_g1_i1,Q9H3Q3
Mcav_TRINITY_GG_10365_c0_g1_i2,B8VIW9
Mcav_TRINITY_GG_10365_c0_g1_i3,B8VIW9
Mcav_TRINITY_GG_10367_c10_g1_i1,Q96AY4
Mcav_TRINITY_GG_1036_c3_g1_i1,A8MPX8
Mcav_TRINITY_GG_1036_c4_g2_i2,Q2M3R5
Mcav_TRINITY_GG_10370_c2_g1_i1,Q5ZKJ5
Mcav_TRINITY_GG_10373_c4_g1_i1,Q5VV42
Mcav_TRINITY_GG_10379_c0_g1_i1,Q84RR2
Mcav_TRINITY_GG_10381_c1_g2_i2,Q9Y6N7
Mcav_TRINITY_GG_10381_c2_g1_i3,Q9HCK4
Mcav_TRINITY_GG_10391_c10_g1_i1,Q2HJ97
Mcav_TRINITY_GG_10391_c32_g1_i1,Q8K430
Mcav_TRINITY_GG_10391_c33_g1_i1,Q8IS64
Mcav_TRINITY_GG_10391_c34_g1_i2,Q0VA04
Mcav_TRINITY_GG_10391_c35_g3_i2,Q6Q4H1
Mcav_TRINITY_GG_10392_c0_g1_i1,Q17R13
Mcav_TRINITY_GG_10397_c0_g1_i1,C6KFA3
Mcav_TRINITY_GG_103_c0_g1_i1,C6FG12
Mcav_TRINITY_GG_10400_c2_g1_i4,O13146
Mcav_TRINITY_GG_10402_c0_g1_i1,P04323
Mcav_TRINITY_GG_10405_c8_g1_i4,Q15375
Mcav_TRINITY_GG_10405_c9_g1_i1,A2AJ76
Mcav_TRINITY_GG_10409_c2_g1_i2,Q9Y5X5
Mcav_TRINITY_GG_10410_c1_g1_i2,Q8IZP9
Mcav_TRINITY_GG_10447_c6_g1_i1,P0CV25
Mcav_TRINITY_GG_10447_c8_g1_i1,A7MBJ4
Mcav_TRINITY_GG_10448_c4_g1_i1,P05375
Mcav_TRINITY_GG_10449_c5_g1_i1,P04323
Mcav_TRINITY_GG_10449_c6_g1_i7,P16621
Mcav_TRINITY_GG_10454_c7_g1_i2,A2AJN7
Mcav_TRINITY_GG_10454_c8_g1_i1,O75694
Mcav_TRINITY_GG_10454_c9_g1_i1,O75694
Mcav_TRINITY_GG_10457_c3_g1_i1,Q20176
Mcav_TRINITY_GG_10457_c3_g1_i2,Q20176
Mcav_TRINITY_GG_10462_c10_g1_i1,Q502I9
Mcav_TRINITY_GG_10462_c9_g1_i1,Q5U2Z0
Mcav_TRINITY_GG_10468_c7_g1_i1,Q6PCS4
Mcav_TRINITY_GG_10468_c8_g1_i1,Q6PCS4
Mcav_TRINITY_GG_10468_c8_g1_i2,Q6PCS4
Mcav_TRINITY_GG_10472_c29_g1_i2,Q5NVR2
Mcav_TRINITY_GG_10472_c40_g1_i2,Q9Y6J8
Mcav_TRINITY_GG_10472_c40_g1_i3,Q9Y6J8
Mcav_TRINITY_GG_10472_c43_g3_i1,Q6PFQ2
Mcav_TRINITY_GG_10472_c43_g3_i2,Q6PFQ2
Mcav_TRINITY_GG_10473_c2_g1_i1,P11181
Mcav_TRINITY_GG_10473_c2_g1_i6,P11182
Mcav_TRINITY_GG_10474_c0_g1_i2,Q9UGU5
Mcav_TRINITY_GG_10474_c0_g1_i3,Q9UGU5
Mcav_TRINITY_GG_10476_c6_g1_i1,D3YXG0
Mcav_TRINITY_GG_10476_c6_g1_i3,D3YXG0
Mcav_TRINITY_GG_10476_c6_g1_i4,O89026
Mcav_TRINITY_GG_10476_c6_g1_i5,P20241
Mcav_TRINITY_GG_10476_c6_g1_i6,O89026
Mcav_TRINITY_GG_10476_c6_g2_i2,Q92859
Mcav_TRINITY_GG_10476_c6_g2_i3,Q9Y6N7
Mcav_TRINITY_GG_10481_c3_g1_i1,Q802T2
Mcav_TRINITY_GG_10484_c14_g1_i1,P24523
Mcav_TRINITY_GG_10484_c14_g1_i2,P25324
Mcav_TRINITY_GG_10484_c14_g1_i4,P25324
Mcav_TRINITY_GG_10484_c15_g1_i1,Q8NMM7
Mcav_TRINITY_GG_10486_c3_g1_i1,Q9UIJ7
Mcav_TRINITY_GG_10487_c0_g1_i1,Q9EPV5
Mcav_TRINITY_GG_10490_c7_g1_i2,Q4R4T9
Mcav_TRINITY_GG_10493_c0_g1_i2,Q07954
Mcav_TRINITY_GG_10496_c11_g1_i1,P14061
Mcav_TRINITY_GG_10496_c16_g1_i1,Q9N126
Mcav_TRINITY_GG_10496_c20_g1_i2,Q9NYR8
Mcav_TRINITY_GG_10496_c20_g1_i4,Q9NYR8
Mcav_TRINITY_GG_10496_c20_g1_i5,P51657
Mcav_TRINITY_GG_10498_c16_g1_i1,Q01974
Mcav_TRINITY_GG_10498_c17_g1_i1,Q99KY4
Mcav_TRINITY_GG_10499_c9_g1_i1,Q01974
Mcav_TRINITY_GG_104_c0_g1_i2,Q288C4
Mcav_TRINITY_GG_10502_c2_g1_i1,Q5ZLN0
Mcav_TRINITY_GG_10504_c0_g1_i1,Q9Y672
Mcav_TRINITY_GG_10504_c0_g1_i2,Q9Y672
Mcav_TRINITY_GG_10505_c11_g1_i1,Q5XIB2
Mcav_TRINITY_GG_10506_c13_g1_i1,Q562C7
Mcav_TRINITY_GG_10506_c14_g1_i1,Q6PB03
Mcav_TRINITY_GG_10506_c14_g1_i2,Q6PB03
Mcav_TRINITY_GG_10506_c14_g2_i1,Q6PB03
Mcav_TRINITY_GG_10506_c14_g2_i2,Q640B3
Mcav_TRINITY_GG_10507_c0_g1_i1,O88199
Mcav_TRINITY_GG_10509_c1_g1_i1,Q6CID6
Mcav_TRINITY_GG_10509_c1_g1_i4,Q99145
Mcav_TRINITY_GG_10536_c4_g1_i1,O43345
Mcav_TRINITY_GG_10536_c4_g1_i2,Q5JXC2
Mcav_TRINITY_GG_10536_c4_g1_i5,O43345
Mcav_TRINITY_GG_10537_c0_g1_i1,P02513
Mcav_TRINITY_GG_10542_c17_g1_i1,O18783
Mcav_TRINITY_GG_10542_c34_g1_i1,Q9JHI0
Mcav_TRINITY_GG_10542_c36_g1_i1,P04813
Mcav_TRINITY_GG_10542_c36_g1_i3,P04813
Mcav_TRINITY_GG_10542_c37_g1_i1,O00370
Mcav_TRINITY_GG_10542_c42_g1_i1,P00766
Mcav_TRINITY_GG_10542_c42_g1_i3,P00766
Mcav_TRINITY_GG_10544_c0_g1_i1,Q5E9X6
Mcav_TRINITY_GG_10544_c0_g1_i2,Q5E9X6
Mcav_TRINITY_GG_10544_c0_g1_i3,Q9D5L7
Mcav_TRINITY_GG_10547_c0_g1_i3,Q96JN8
Mcav_TRINITY_GG_10549_c11_g1_i5,Q9NUJ3
Mcav_TRINITY_GG_10549_c2_g1_i1,Q6AZB8
Mcav_TRINITY_GG_10549_c6_g1_i1,O13035
Mcav_TRINITY_GG_10549_c7_g1_i1,Q96MB7
Mcav_TRINITY_GG_10555_c1_g1_i2,Q49A88
Mcav_TRINITY_GG_10555_c1_g1_i7,Q49A88
Mcav_TRINITY_GG_10558_c3_g1_i1,P25059
Mcav_TRINITY_GG_10560_c0_g1_i2,P54833
Mcav_TRINITY_GG_10561_c0_g1_i1,Q4QR86
Mcav_TRINITY_GG_1057_c5_g1_i1,O93429
Mcav_TRINITY_GG_10580_c0_g1_i2,O00602
Mcav_TRINITY_GG_10581_c7_g1_i1,Q68F72
Mcav_TRINITY_GG_10583_c0_g1_i1,B2RNN3
Mcav_TRINITY_GG_10604_c16_g1_i3,Q4R5G7
Mcav_TRINITY_GG_10610_c1_g1_i1,P56201
Mcav_TRINITY_GG_10625_c1_g1_i1,Q0VF49
Mcav_TRINITY_GG_10626_c0_g1_i1,P58421
Mcav_TRINITY_GG_10627_c4_g1_i3,Q920R0
Mcav_TRINITY_GG_10632_c12_g1_i1,Q92615
Mcav_TRINITY_GG_10639_c4_g1_i1,O15527
Mcav_TRINITY_GG_10639_c5_g3_i1,P62744
Mcav_TRINITY_GG_10639_c5_g3_i2,P62744
Mcav_TRINITY_GG_10642_c12_g1_i1,P0CV25
Mcav_TRINITY_GG_10642_c9_g1_i1,Q9FNY7
Mcav_TRINITY_GG_10642_c9_g1_i2,Q9V3I8
Mcav_TRINITY_GG_10647_c1_g1_i1,Q0V882
Mcav_TRINITY_GG_10655_c0_g1_i1,Q9PUU6
Mcav_TRINITY_GG_10668_c1_g1_i1,Q8WUF5
Mcav_TRINITY_GG_10671_c1_g1_i1,Q9JJN0
Mcav_TRINITY_GG_10671_c1_g1_i2,Q8H2D5
Mcav_TRINITY_GG_10672_c5_g1_i2,P63155
Mcav_TRINITY_GG_10672_c5_g1_i3,P63155
Mcav_TRINITY_GG_10673_c1_g1_i1,Q64605
Mcav_TRINITY_GG_10678_c0_g1_i1,Q09575
Mcav_TRINITY_GG_10688_c2_g1_i1,Q66KD5
Mcav_TRINITY_GG_10688_c2_g1_i2,Q66KD5
Mcav_TRINITY_GG_10706_c1_g1_i1,P14381
Mcav_TRINITY_GG_10708_c0_g1_i1,Q6DFJ9
Mcav_TRINITY_GG_10708_c13_g2_i1,Q8BH16
Mcav_TRINITY_GG_10708_c14_g1_i6,Q5QJC4
Mcav_TRINITY_GG_10708_c7_g1_i2,P34118
Mcav_TRINITY_GG_10710_c3_g1_i1,Q5TEA3
Mcav_TRINITY_GG_10710_c6_g1_i2,Q5TEA3
Mcav_TRINITY_GG_10710_c6_g1_i3,Q5TEA3
Mcav_TRINITY_GG_10711_c1_g1_i1,Q6IZ48
Mcav_TRINITY_GG_10712_c2_g2_i1,P56273
Mcav_TRINITY_GG_10713_c10_g1_i1,Q5EAJ7
Mcav_TRINITY_GG_10713_c10_g1_i2,Q5EAJ7
Mcav_TRINITY_GG_10713_c11_g1_i1,P34118
Mcav_TRINITY_GG_10713_c11_g1_i3,Q5EAJ7
Mcav_TRINITY_GG_10714_c0_g1_i1,O15439
Mcav_TRINITY_GG_10716_c0_g1_i1,O15439
Mcav_TRINITY_GG_10716_c2_g1_i1,Q4KM79
Mcav_TRINITY_GG_10718_c11_g1_i1,B8VIU6
Mcav_TRINITY_GG_10718_c45_g1_i1,B1WAZ6
Mcav_TRINITY_GG_10720_c5_g1_i4,Q9VIH7
Mcav_TRINITY_GG_10730_c5_g1_i2,E7FAM5
Mcav_TRINITY_GG_10730_c5_g2_i1,E1BJS7
Mcav_TRINITY_GG_10734_c3_g1_i1,Q9D8U2
Mcav_TRINITY_GG_10734_c4_g1_i1,O94889
Mcav_TRINITY_GG_10736_c0_g1_i1,Q12852
Mcav_TRINITY_GG_10742_c0_g1_i1,Q9U489
Mcav_TRINITY_GG_10743_c0_g1_i2,O60242
Mcav_TRINITY_GG_10747_c0_g1_i1,Q9XWB9
Mcav_TRINITY_GG_10776_c5_g1_i1,P11369
Mcav_TRINITY_GG_10776_c8_g2_i1,P14381
Mcav_TRINITY_GG_10776_c9_g1_i2,P14381
Mcav_TRINITY_GG_10780_c3_g1_i1,P46825
Mcav_TRINITY_GG_10780_c3_g1_i5,P46825
Mcav_TRINITY_GG_10787_c0_g1_i1,Q09575
Mcav_TRINITY_GG_10800_c0_g1_i1,P10394
Mcav_TRINITY_GG_10813_c1_g1_i3,P21927
Mcav_TRINITY_GG_10814_c1_g1_i1,P50151
Mcav_TRINITY_GG_10824_c17_g1_i1,P57747
Mcav_TRINITY_GG_10824_c18_g2_i1,Q66IV5
Mcav_TRINITY_GG_10824_c21_g1_i1,Q1LZH1
Mcav_TRINITY_GG_10824_c24_g1_i11,Q922Q1
Mcav_TRINITY_GG_10824_c24_g1_i2,Q922Q1
Mcav_TRINITY_GG_10824_c24_g1_i4,Q8JFW4
Mcav_TRINITY_GG_10824_c24_g1_i7,Q922Q1
Mcav_TRINITY_GG_10824_c24_g1_i8,Q8JFW4
Mcav_TRINITY_GG_10834_c1_g1_i1,P18519
Mcav_TRINITY_GG_10835_c0_g1_i1,B8VIU6
Mcav_TRINITY_GG_10845_c1_g1_i1,P55586
Mcav_TRINITY_GG_10850_c22_g1_i1,P04323
Mcav_TRINITY_GG_10850_c29_g1_i1,Q8BPX9
Mcav_TRINITY_GG_10850_c30_g1_i1,P10394
Mcav_TRINITY_GG_10850_c32_g1_i1,Q09575
Mcav_TRINITY_GG_10850_c32_g1_i3,Q8N5I4
Mcav_TRINITY_GG_10850_c33_g1_i2,Q59E83
Mcav_TRINITY_GG_10850_c35_g1_i2,A6QQL0
Mcav_TRINITY_GG_10850_c36_g2_i1,A7S6A5
Mcav_TRINITY_GG_10850_c41_g1_i1,Q59E83
Mcav_TRINITY_GG_10853_c1_g1_i1,P97360
Mcav_TRINITY_GG_10868_c14_g1_i1,Q54VJ1
Mcav_TRINITY_GG_10868_c14_g1_i2,A8MY62
Mcav_TRINITY_GG_10875_c2_g1_i1,P84173
Mcav_TRINITY_GG_1087_c2_g1_i1,Q7ZV90
Mcav_TRINITY_GG_10881_c5_g1_i1,Q0GGW5
Mcav_TRINITY_GG_10882_c0_g1_i1,Q0II76
Mcav_TRINITY_GG_10887_c2_g1_i1,Q9XTR8
Mcav_TRINITY_GG_10895_c1_g1_i1,Q08156
Mcav_TRINITY_GG_10896_c1_g1_i1,Q32L22
Mcav_TRINITY_GG_10896_c1_g1_i5,Q32L22
Mcav_TRINITY_GG_10904_c2_g1_i1,Q7Z408
Mcav_TRINITY_GG_10904_c2_g1_i4,Q7Z408
Mcav_TRINITY_GG_10904_c3_g1_i2,O35516
Mcav_TRINITY_GG_10904_c5_g1_i1,Q9DBI0
Mcav_TRINITY_GG_10904_c5_g1_i2,Q9DBI0
Mcav_TRINITY_GG_10909_c0_g1_i1,P21575
Mcav_TRINITY_GG_10913_c3_g1_i1,Q9H7P6
Mcav_TRINITY_GG_10913_c4_g1_i1,Q588U8
Mcav_TRINITY_GG_10914_c5_g1_i1,Q08DF4
Mcav_TRINITY_GG_10921_c6_g1_i1,Q9NQG7
Mcav_TRINITY_GG_10921_c7_g1_i1,Q9UMQ3
Mcav_TRINITY_GG_10921_c7_g2_i1,Q9NQG7
Mcav_TRINITY_GG_10925_c4_g1_i1,Q9Y2I6
Mcav_TRINITY_GG_10935_c12_g1_i1,Q8BX70
Mcav_TRINITY_GG_10935_c12_g1_i2,Q8BX70
Mcav_TRINITY_GG_10936_c5_g1_i1,Q9UBS9
Mcav_TRINITY_GG_10942_c1_g1_i1,Q04721
Mcav_TRINITY_GG_10948_c0_g1_i1,Q9W6D8
Mcav_TRINITY_GG_10948_c0_g1_i3,Q9W6D8
Mcav_TRINITY_GG_10951_c3_g1_i1,P00518
Mcav_TRINITY_GG_10971_c4_g1_i2,Q04857
Mcav_TRINITY_GG_10971_c4_g1_i3,Q5UNS9
Mcav_TRINITY_GG_10972_c0_g2_i1,Q9U489
Mcav_TRINITY_GG_10975_c0_g1_i1,P30430
Mcav_TRINITY_GG_1097_c11_g1_i1,Q5ZIZ2
Mcav_TRINITY_GG_10988_c0_g1_i1,Q9Z2Q5
Mcav_TRINITY_GG_1098_c5_g1_i1,Q9GR88
Mcav_TRINITY_GG_1098_c5_g1_i2,Q9GR88
Mcav_TRINITY_GG_1098_c5_g1_i3,Q9GR88
Mcav_TRINITY_GG_10991_c0_g1_i1,B8VIU6
Mcav_TRINITY_GG_10992_c2_g1_i1,Q96K21
Mcav_TRINITY_GG_10992_c2_g1_i2,Q9DAZ9
Mcav_TRINITY_GG_10992_c2_g1_i6,Q9DAZ9
Mcav_TRINITY_GG_10994_c10_g1_i3,B3EX02
Mcav_TRINITY_GG_10994_c10_g3_i1,B3EWZ6
Mcav_TRINITY_GG_10994_c9_g1_i1,B3EX02
Mcav_TRINITY_GG_10998_c0_g1_i1,Q5UQ60
Mcav_TRINITY_GG_10999_c2_g1_i1,P16621
Mcav_TRINITY_GG_11001_c0_g1_i1,Q7Z442
Mcav_TRINITY_GG_11001_c1_g1_i1,Q7Z443
Mcav_TRINITY_GG_11002_c2_g1_i1,Q08C93
Mcav_TRINITY_GG_11008_c2_g1_i1,A4IFH4
Mcav_TRINITY_GG_11018_c10_g1_i1,Q29IL2
Mcav_TRINITY_GG_11019_c0_g1_i1,Q9U1S7
Mcav_TRINITY_GG_11028_c0_g1_i1,F1Q8R9
Mcav_TRINITY_GG_11029_c3_g1_i1,Q9NRN9
Mcav_TRINITY_GG_11042_c0_g1_i1,Q29471
Mcav_TRINITY_GG_11057_c10_g1_i2,Q96AY4
Mcav_TRINITY_GG_11057_c8_g1_i4,P81274
Mcav_TRINITY_GG_11059_c7_g1_i1,P81439
Mcav_TRINITY_GG_11069_c0_g1_i1,Q9XTR8
Mcav_TRINITY_GG_11069_c1_g1_i1,P03934
Mcav_TRINITY_GG_11071_c2_g1_i1,Q923L3
Mcav_TRINITY_GG_11081_c0_g1_i1,Q9NXW2
Mcav_TRINITY_GG_11081_c1_g1_i1,Q6RUV5
Mcav_TRINITY_GG_11084_c5_g2_i1,P14381
Mcav_TRINITY_GG_11088_c0_g1_i1,Q9NYR8
Mcav_TRINITY_GG_11089_c7_g1_i1,Q7ZW34
Mcav_TRINITY_GG_11096_c1_g1_i1,Q5R9R4
Mcav_TRINITY_GG_11097_c11_g1_i1,Q7TN88
Mcav_TRINITY_GG_11097_c4_g1_i1,Q7TN88
Mcav_TRINITY_GG_11097_c9_g1_i1,Q3B7N1
Mcav_TRINITY_GG_1109_c0_g1_i1,Q96KE9
Mcav_TRINITY_GG_11100_c11_g1_i1,Q9CXF7
Mcav_TRINITY_GG_11100_c12_g1_i1,Q8YV57
Mcav_TRINITY_GG_11100_c13_g1_i1,Q6PF45
Mcav_TRINITY_GG_11100_c14_g1_i2,Q54RA4
Mcav_TRINITY_GG_11100_c15_g1_i1,E2QWQ2
Mcav_TRINITY_GG_11100_c16_g1_i1,P83852
Mcav_TRINITY_GG_11102_c1_g1_i1,Q91175
Mcav_TRINITY_GG_11103_c0_g1_i3,Q7ZWG6
Mcav_TRINITY_GG_11105_c14_g2_i1,Q54P70
Mcav_TRINITY_GG_11107_c7_g1_i2,O95847
Mcav_TRINITY_GG_11107_c9_g1_i1,Q12788
Mcav_TRINITY_GG_11109_c0_g2_i1,Q9P0L9
Mcav_TRINITY_GG_11114_c7_g1_i1,P14381
Mcav_TRINITY_GG_11114_c9_g1_i1,Q5ZIJ9
Mcav_TRINITY_GG_11119_c3_g1_i2,Q52KW8
Mcav_TRINITY_GG_11130_c0_g1_i1,O02367
Mcav_TRINITY_GG_11134_c18_g1_i1,Q9P215
Mcav_TRINITY_GG_11134_c21_g1_i1,Q95NR9
Mcav_TRINITY_GG_11141_c11_g1_i1,P04352
Mcav_TRINITY_GG_11162_c0_g1_i1,Q9JL58
Mcav_TRINITY_GG_11162_c0_g1_i2,O54912
Mcav_TRINITY_GG_11164_c0_g1_i2,O35111
Mcav_TRINITY_GG_11165_c1_g1_i1,P48733
Mcav_TRINITY_GG_11165_c2_g1_i2,P10079
Mcav_TRINITY_GG_11165_c4_g1_i1,P25291
Mcav_TRINITY_GG_11165_c4_g2_i1,P10079
Mcav_TRINITY_GG_11165_c6_g1_i1,P33450
Mcav_TRINITY_GG_11166_c3_g1_i3,P70627
Mcav_TRINITY_GG_11166_c3_g2_i1,O54697
Mcav_TRINITY_GG_11170_c1_g1_i1,Q8R5I0
Mcav_TRINITY_GG_11172_c1_g1_i3,P07207
Mcav_TRINITY_GG_11173_c0_g1_i1,O35111
Mcav_TRINITY_GG_11185_c0_g1_i1,P49013
Mcav_TRINITY_GG_11185_c0_g1_i3,P49013
Mcav_TRINITY_GG_11185_c0_g2_i1,P13611
Mcav_TRINITY_GG_11193_c1_g1_i1,A0A1L8F5J9
Mcav_TRINITY_GG_11195_c8_g1_i2,Q9PRL8
Mcav_TRINITY_GG_11197_c0_g1_i1,Q21281
Mcav_TRINITY_GG_11198_c7_g1_i2,Q920Q8
Mcav_TRINITY_GG_11198_c8_g1_i3,Q9CR40
Mcav_TRINITY_GG_11198_c9_g1_i1,Q6V0K7
Mcav_TRINITY_GG_11199_c4_g1_i1,Q16515
Mcav_TRINITY_GG_11202_c2_g1_i1,P21613
Mcav_TRINITY_GG_11205_c0_g1_i1,Q63870
Mcav_TRINITY_GG_11206_c6_g1_i2,P29294
Mcav_TRINITY_GG_11211_c0_g1_i1,P40757
