Contig,Entry
comp101950_c0_seq1,Q54JD9
comp101991_c0_seq1,E3WDQ9
comp102020_c0_seq1,P09102
comp102028_c0_seq1,Q9FT73
comp102116_c0_seq1,P54855
comp102174_c0_seq1,Q9WUU9
comp102175_c0_seq1,Q1KVT7
comp102177_c0_seq1,P14020
comp10217_c0_seq1,P00796
comp102209_c0_seq1,Q8LGF7
comp102211_c0_seq1,Q7RTR2
comp102231_c0_seq1,B4J045
comp102244_c0_seq1,Q9SYA6
comp102255_c0_seq1,Q3T084
comp102288_c0_seq1,P04750
comp102295_c0_seq1,Q9SZM3
comp102308_c0_seq1,Q7TNC8
comp102392_c0_seq1,P55738
comp102416_c0_seq1,O00339
comp102470_c0_seq1,A9YTQ3
comp102474_c0_seq1,O15865
comp102480_c0_seq1,Q864I3
comp102481_c0_seq1,Q5ZK90
comp102512_c0_seq1,Q8YTC2
comp102524_c0_seq1,Q55CD9
comp102569_c0_seq1,Q02974
comp102610_c0_seq1,A1L167
comp102615_c0_seq1,Q1IPZ8
comp102620_c0_seq1,Q52I78
comp102625_c0_seq1,Q08237
comp102636_c0_seq1,Q91ZT7
comp102686_c0_seq1,Q9M8D3
comp102786_c0_seq1,Q5RJH2
comp102815_c0_seq1,P0CX42
comp102820_c0_seq1,Q8NB46
comp102821_c0_seq1,Q54468
comp102827_c0_seq1,Q8BKW4
comp102852_c0_seq1,Q2KI79
comp102860_c0_seq1,Q6P036
comp102869_c0_seq1,Q9DAR0
comp102905_c0_seq1,Q6IQM2
comp10290_c0_seq1,B2ZFP3
comp102947_c0_seq1,P23950
comp102967_c0_seq1,O77210
comp102973_c0_seq1,S3D9F9
comp102992_c0_seq1,Q6DIP3
comp103021_c0_seq1,P58100
comp103029_c0_seq1,Q00651
comp103030_c0_seq1,E7FBS9
comp103052_c0_seq1,Q6PAV2
comp103096_c0_seq1,Q9DCX2
comp103134_c0_seq1,Q9JLC8
comp103174_c0_seq1,P69315
comp103208_c0_seq1,Q55774
comp103234_c0_seq1,P27118
comp103251_c0_seq1,Q65NA8
comp103252_c0_seq1,Q96MV8
comp103268_c0_seq1,Q9D4G9
comp103270_c0_seq1,O18404
comp103289_c0_seq1,P55037
comp103298_c0_seq1,P04078
comp103330_c0_seq1,Q8H1F7
comp103334_c0_seq1,G5EEE1
comp103351_c0_seq1,B2RY56
comp103352_c0_seq1,D3YUB6
comp103361_c0_seq1,Q00771
comp103395_c0_seq1,Q9LRP2
comp103412_c0_seq1,A0JM12
comp103422_c0_seq1,P34498
comp103466_c0_seq1,A8WGS4
comp103467_c0_seq1,Q80TR8
comp103470_c0_seq1,O80480
comp103493_c0_seq1,Q9C1C2
comp103534_c0_seq1,A5PN43
comp103536_c0_seq1,Q40143
comp103558_c0_seq1,P27639
comp103586_c0_seq1,A2AJ76
comp103587_c0_seq1,Q53P85
comp103592_c0_seq1,P42291
comp103602_c0_seq1,P33188
comp103613_c0_seq1,Q3TA59
comp103621_c0_seq1,Q5RAF4
comp103649_c0_seq1,Q3T001
comp103660_c0_seq1,Q54QX3
comp103662_c0_seq1,Q864R9
comp103684_c0_seq1,P36841
comp103690_c0_seq1,Q7SXM7
comp103697_c0_seq1,B3EX00
comp103698_c0_seq1,Q7Z442
comp103703_c0_seq1,P29551
comp103708_c0_seq1,P17972
comp103727_c0_seq1,Q9S845
comp103731_c0_seq1,O88398
comp103744_c0_seq1,Q0P5M8
comp103749_c0_seq1,Q9HJ67
comp103761_c0_seq1,Q8CAK1
comp103798_c0_seq1,Q9W0Y8
comp103802_c0_seq1,A4III8
comp103834_c0_seq1,Q05117
comp103851_c0_seq1,Q5ATQ3
comp103863_c0_seq1,Q147X3
comp103910_c0_seq1,Q28IL6
comp103946_c0_seq1,Q1PFH8
comp103954_c0_seq1,O49453
comp103958_c0_seq1,E1BJS7
comp103959_c0_seq1,A6QPE7
comp103975_c0_seq1,Q84K11
comp103996_c0_seq1,Q9UKP5
comp104033_c0_seq1,Q54BT3
comp104034_c0_seq1,O34598
comp104039_c0_seq1,A8XV40
comp104049_c0_seq1,P38420
comp104078_c0_seq1,Q99542
comp104082_c0_seq1,Q6ZQQ6
comp104107_c0_seq1,Q6L0S6
comp104109_c0_seq1,A7SFB5
comp10410_c0_seq1,Q59KI0
comp104123_c0_seq1,Q09911
comp104161_c0_seq1,Q6NYV9
comp104194_c0_seq1,Q8VBT2
comp104213_c0_seq1,P70490
comp104226_c0_seq1,Q14114
comp104259_c0_seq1,Q9LT68
comp104271_c0_seq1,P38994
comp104281_c0_seq1,Q8WYR4
comp104329_c0_seq1,P59626
comp104378_c0_seq1,Q9NU22
comp104400_c0_seq1,Q75XW3
comp104423_c0_seq1,O49923
comp104470_c0_seq1,P26885
comp104475_c0_seq1,P35789
comp104483_c0_seq1,Q96P44
comp104490_c0_seq1,Q6GLK6
comp104516_c0_seq1,P20825
comp104545_c0_seq1,Q9FQ25
comp104550_c0_seq1,Q99575
comp104566_c0_seq1,P75536
comp104580_c0_seq1,P56402
comp104583_c0_seq1,P08965
comp104608_c0_seq1,Q6BS08
comp104626_c0_seq1,Q09734
comp104630_c0_seq1,Q9DAK2
comp104638_c0_seq1,Q9C026
comp104645_c0_seq1,Q8N2E2
comp104650_c0_seq1,Q9LUZ4
comp104670_c0_seq1,Q54WA3
comp104689_c0_seq1,Q64380
comp104691_c0_seq1,O60145
comp104754_c0_seq1,Q6P1U0
comp104785_c0_seq1,B7WFQ1
comp104793_c0_seq1,P0DPD6
comp104806_c0_seq1,Q94887
comp104853_c0_seq1,Q6JEL3
comp104859_c0_seq1,C3ZQF9
comp104862_c0_seq1,Q9R1F8
comp104890_c0_seq1,Q9LU46
comp104900_c0_seq1,P0C605
comp104914_c0_seq1,Q2KHT8
comp104921_c0_seq1,Q08473
comp104936_c0_seq1,P21439
comp104940_c0_seq1,Q9BXL7
comp105054_c0_seq1,P29185
comp105060_c0_seq1,O75717
comp105079_c0_seq1,P40872
comp105088_c0_seq1,P40761
comp105122_c0_seq1,A0A0P0XM10
comp105145_c0_seq1,Q80T85
comp105162_c0_seq1,O13644
comp105164_c0_seq1,P58854
comp105167_c0_seq1,Q9CAI5
comp105188_c0_seq1,P09478
comp105189_c0_seq1,Q9FXA2
comp105201_c0_seq1,Q9SII9
comp105216_c0_seq1,Q6GL10
comp105217_c0_seq1,C6KSQ6
comp105239_c0_seq1,Q28C98
comp105246_c0_seq1,Q8K2J9
comp105256_c0_seq1,Q8W490
comp105274_c0_seq1,Q68EW1
comp105284_c0_seq1,Q8K0U4
comp105286_c0_seq1,Q86V88
comp105338_c0_seq1,O73612
comp105362_c0_seq1,Q5UPG5
comp105364_c0_seq1,A5D6U8
comp105366_c0_seq1,O65426
comp105397_c0_seq1,Q9NZJ4
comp105401_c0_seq1,P64730
comp105429_c0_seq1,C5CAA3
comp105435_c0_seq1,Q944H0
comp105456_c0_seq1,Q75AM2
comp105457_c0_seq1,Q2QYY8
comp105466_c0_seq1,Q62758
comp105479_c0_seq1,A4QNR8
comp105512_c0_seq1,B3EWZ5
comp105522_c0_seq1,Q6NTY8
comp105543_c0_seq1,Q9Y253
comp105564_c0_seq1,Q5ZKU4
comp105579_c0_seq1,Q96DM1
comp105681_c0_seq1,Q9C8L4
comp105691_c0_seq1,Q8IDF3
comp105707_c0_seq1,Q95254
comp105715_c0_seq1,P27821
comp105729_c0_seq1,O82261
comp105799_c0_seq1,B7FSL4
comp105804_c0_seq1,P69525
comp105812_c0_seq1,Q8TBP6
comp105846_c0_seq1,Q5IS41
comp105853_c0_seq1,P53933
comp105896_c0_seq1,Q93YP9
comp105905_c0_seq1,Q9AWA5
comp105919_c0_seq1,Q9FIT7
comp105929_c0_seq1,Q2JM09
comp105959_c0_seq1,Q1XA76
comp105987_c0_seq1,Q9C5M0
comp106015_c0_seq1,Q5ZHT1
comp106023_c0_seq1,Q9SKZ5
comp106037_c0_seq1,Q54R82
comp106046_c0_seq1,Q9WVF7
comp106099_c0_seq1,O94659
comp106114_c0_seq1,Q6NWZ9
comp106117_c0_seq1,Q9QW30
comp106135_c0_seq1,Q3SYR2
comp106180_c0_seq1,Q149C3
comp106182_c0_seq1,P21956
comp106195_c0_seq1,P18506
comp106289_c0_seq1,Q869W6
comp106298_c0_seq1,D4ACP5
comp106307_c0_seq1,O97125
comp106318_c0_seq1,B3QPN8
comp106321_c0_seq1,Q23MT7
comp106354_c0_seq1,D1ZSU8
comp106404_c0_seq1,Q3UGF1
comp106416_c0_seq1,Q86ZC1
comp106450_c0_seq1,P17989
comp106453_c0_seq1,Q9ZJF1
comp106454_c0_seq1,Q8IZD6
comp106502_c0_seq1,Q6GDP1
comp106504_c0_seq1,P0CG13
comp106537_c0_seq1,Q9UKY3
comp106545_c0_seq1,Q4W6B5
comp106574_c0_seq1,Q80TS8
comp106596_c0_seq1,Q56307
comp106638_c0_seq1,Q6AX80
comp106660_c0_seq1,Q9TW32
comp106661_c0_seq1,Q9GLK0
comp106673_c0_seq1,P20702
comp106716_c0_seq1,Q54KA7
comp106730_c0_seq1,Q2PZL6
comp106756_c0_seq1,Q9LKU8
comp106814_c0_seq1,P22106
comp106819_c0_seq1,Q10N20
comp106827_c0_seq1,C4L056
comp106831_c0_seq1,B8M7Q5
comp106838_c0_seq1,Q5R761
comp106889_c0_seq1,P06734
comp106896_c0_seq1,Q9SD02
comp106904_c0_seq1,P83852
comp106954_c0_seq1,Q54DW2
comp106967_c0_seq1,Q54R82
comp106985_c0_seq1,Q04595
comp107000_c0_seq1,C0ZIY1
comp107029_c0_seq1,Q5RAU9
comp10703_c0_seq1,Q61554
comp107071_c0_seq1,P0C605
comp107075_c0_seq1,P43535
comp107082_c0_seq1,A2AJN7
comp107087_c0_seq1,Q27YU0
comp1070_c0_seq1,Q56X52
comp107127_c0_seq1,Q00449
comp107140_c0_seq1,Q6DHC1
comp107148_c0_seq1,O75339
comp107178_c0_seq1,C9K7B6
comp107212_c0_seq1,Q8RXE7
comp107218_c0_seq1,O70494
comp107227_c0_seq1,P35555
comp107246_c0_seq1,P52297
comp107268_c0_seq1,Q91XU0
comp107284_c0_seq1,Q569U0
comp107298_c0_seq1,P51691
comp107345_c0_seq1,Q3UMY5
comp107372_c0_seq1,Q8U1Q1
comp107451_c0_seq1,O15865
comp107488_c0_seq1,Q8GX78
comp107490_c0_seq1,A1L4H1
comp107504_c0_seq1,P53634
comp107510_c0_seq1,Q9VC57
comp107517_c0_seq1,A0JM59
comp107536_c0_seq1,P34099
comp107561_c0_seq1,P0CW97
comp107576_c0_seq1,Q08752
comp107581_c0_seq1,Q9BPX3
comp107584_c0_seq1,Q5EA24
comp107626_c0_seq1,Q9JME2
comp107633_c0_seq1,Q9N1U2
comp107649_c0_seq1,Q2S591
comp107662_c0_seq1,Q55GU0
comp107693_c0_seq1,Q96LW4
comp107782_c0_seq1,A7YE96
comp107812_c0_seq1,Q6DFZ6
comp107832_c0_seq1,Q8NSL2
comp107839_c0_seq1,Q8K2I3
comp107857_c0_seq1,Q96AY4
comp107894_c0_seq1,Q9BWV3
comp10789_c0_seq1,Q8ICR0
comp107918_c0_seq1,Q9HE15
comp107948_c0_seq1,Q27139
comp107966_c0_seq1,O60155
comp107970_c0_seq1,Q09172
comp108010_c0_seq1,Q9H172
comp108012_c0_seq1,Q7Z020
comp108076_c0_seq1,Q5R868
comp108079_c0_seq1,Q09172
comp108090_c0_seq1,O60290
comp108118_c0_seq1,Q5ZME8
comp108148_c0_seq1,B3EWZ8
comp108174_c0_seq1,Q80X89
comp108196_c0_seq1,Q54F05
comp108272_c0_seq1,P95896
comp108274_c0_seq1,P36412
comp108276_c0_seq1,Q00546
comp108352_c0_seq1,Q9P2L0
comp108360_c0_seq1,Q99385
comp108367_c0_seq1,Q5R7Z6
comp108400_c0_seq1,A8GG79
comp108420_c0_seq1,W7L9F0
comp108433_c0_seq1,Q5HWE7
comp108439_c0_seq1,Q9WTK3
comp108458_c0_seq1,P07742
comp108477_c0_seq1,Q9USI5
comp108489_c0_seq1,Q03498
comp108513_c0_seq1,Q7Z5J8
comp108529_c0_seq1,Q6EMB2
comp108555_c0_seq1,Q6PDJ1
comp108613_c0_seq1,Q9V4M2
comp108620_c0_seq1,Q1LYG0
comp108639_c0_seq1,Q5VYX0
comp108740_c0_seq1,Q9I596
comp108751_c0_seq1,O80560
comp108800_c0_seq1,A0LNW5
comp108823_c0_seq1,A0A1B8YAB1
comp108824_c0_seq1,Q75N90
comp108826_c0_seq1,Q561R9
comp108835_c0_seq1,Q95R48
comp108843_c0_seq1,B8K1V7
comp108873_c0_seq1,P22045
comp108881_c0_seq1,Q6NZP1
comp108882_c0_seq1,Q54F05
comp108886_c0_seq1,K7K424
comp108902_c0_seq1,B3EWZ8
comp108912_c0_seq1,Q9T034
comp108918_c0_seq1,P44121
comp108931_c0_seq1,Q9SV13
comp109029_c0_seq1,A1CGD1
comp109042_c0_seq1,Q6Z4T5
comp109073_c0_seq1,P0CT43
comp109076_c0_seq1,Q3T001
comp109097_c0_seq1,Q75HJ0
comp109105_c0_seq1,Q9SGY1
comp109197_c0_seq1,Q54DK1
comp109204_c0_seq1,Q09575
comp109205_c0_seq1,Q8MVR1
comp109231_c0_seq1,P27085
comp109244_c0_seq1,Q8U1W7
comp109253_c0_seq1,P22462
comp109286_c0_seq1,A7X3Z0
comp109299_c0_seq1,Q3U1J4
comp109322_c0_seq1,P52181
comp109342_c0_seq1,A0A060A682
comp109382_c0_seq1,Q9VFD5
comp109393_c0_seq1,O80513
comp109417_c0_seq1,O35474
comp109438_c0_seq1,Q38AH0
comp10943_c0_seq1,Q96RG2
comp109517_c0_seq1,Q01656
comp109557_c0_seq1,Q9HFV1
comp109578_c0_seq1,Q5JVL4
comp109599_c0_seq1,Q0VGT4
comp109602_c0_seq1,P39898
comp109660_c0_seq1,Q6PR54
comp109694_c0_seq1,Q54L00
comp109732_c0_seq1,Q2TBV6
comp109781_c0_seq1,Q9C5D6
comp109782_c0_seq1,B8NP65
comp109792_c0_seq1,Q0P3Z8
comp109803_c0_seq1,Q61555
comp109804_c0_seq1,Q9ULJ7
comp109816_c0_seq1,P30975
comp109819_c0_seq1,Q16951
comp109907_c0_seq1,Q24372
comp10990_c0_seq1,Q1EHB3
comp109918_c0_seq1,Q7TN88
comp109919_c0_seq1,Q4P4G8
comp109932_c0_seq1,Q8K370
comp109940_c0_seq1,Q54WG0
comp109953_c0_seq1,Q8K430
comp109970_c0_seq1,Q66LN0
comp10997_c0_seq1,P42791
comp109992_c0_seq1,Q6Z8P4
comp110034_c0_seq1,P46824
comp110056_c0_seq1,Q9NYC9
comp110079_c0_seq1,Q39023
comp110091_c0_seq1,O43581
comp110098_c0_seq1,Q06060
comp1100_c0_seq1,P41413
comp110101_c0_seq1,Q39019
comp110130_c0_seq1,Q90YB1
comp110132_c0_seq1,Q8CFQ3
comp110133_c0_seq1,Q5ZMV2
comp110182_c0_seq1,P34100
comp110203_c0_seq1,Q91754
comp110227_c0_seq1,P54680
comp110288_c0_seq1,Q9USW3
comp110293_c0_seq1,Q3V0Q1
comp110330_c0_seq1,Q9EQK7
comp110333_c0_seq1,Q50KB1
comp110386_c0_seq1,Q5F4A1
comp110400_c0_seq1,Q6V0I7
comp110427_c0_seq1,Q0MQA3
comp110442_c0_seq1,C1FI13
comp110458_c0_seq1,Q9FV52
comp11049_c0_seq1,Q3UES3
comp110510_c0_seq1,Q53G59
comp110528_c0_seq1,O31186
comp110574_c0_seq1,Q9UQ07
comp11058_c0_seq1,P58307
comp110607_c0_seq1,B1H1X1
comp110630_c0_seq1,Q9H9Y6
comp110672_c0_seq1,P49577
comp110702_c0_seq1,P25122
comp110723_c0_seq1,Q5ZJF4
comp110740_c0_seq1,Q86KL4
comp110749_c0_seq1,Q9NQE7
comp110753_c0_seq1,Q91754
comp110774_c0_seq1,Q56YP2
comp110859_c0_seq1,Q5R6D8
comp110882_c0_seq1,Q7XU84
comp110928_c0_seq1,Q6NYX8
comp110937_c0_seq1,Q5B4C9
comp110951_c0_seq1,Q8VCK5
comp110982_c0_seq1,P91660
comp110987_c0_seq1,Q9FLQ3
comp111002_c0_seq1,Q07VA9
comp111085_c0_seq1,B3VML1
comp111104_c0_seq1,Q08881
comp111117_c0_seq1,O80713
comp111121_c0_seq1,B2D0J5
comp111138_c0_seq1,P41001
comp111149_c0_seq1,Q95218
comp111179_c0_seq1,P92947
comp111238_c0_seq1,O74507
comp111289_c0_seq1,P9WQI9
comp111301_c0_seq1,P16157
comp111306_c0_seq1,Q61P40
comp111328_c0_seq1,B2RYG8
comp111362_c0_seq1,Q5JLQ9
comp111399_c0_seq1,Q9Y295
comp111414_c0_seq1,Q59637
comp111430_c0_seq1,Q9LFH6
comp111441_c0_seq1,O76083
comp111453_c0_seq1,P02721
comp111476_c0_seq1,A5CPE3
comp111508_c0_seq1,Q6IWL4
comp111551_c0_seq1,Q07954
comp111554_c0_seq1,Q95XN2
comp111570_c0_seq1,E1BNQ4
comp111577_c0_seq1,B2GUN4
comp111604_c0_seq1,P14002
comp1116_c0_seq1,Q9LFN3
comp111714_c0_seq1,O94335
comp111729_c0_seq1,Q55FK2
comp111758_c0_seq1,Q09734
comp111773_c0_seq1,Q9SA35
comp111831_c0_seq1,Q9D2X0
comp111842_c0_seq1,P27766
comp111860_c0_seq1,O81117
comp111866_c0_seq1,Q9DBC0
comp111880_c0_seq1,P09836
comp11189_c0_seq1,Q8QZX5
comp111929_c0_seq1,Q5TW90
comp111946_c0_seq1,Q22037
comp111949_c0_seq1,P29475
comp111968_c0_seq1,P27882
comp111982_c0_seq1,P06801
comp111989_c0_seq1,Q9W6V6
comp112020_c0_seq1,Q5R9C4
comp112023_c0_seq1,Q04595
comp112040_c0_seq1,Q1JPJ0
comp112064_c0_seq1,Q96CG8
comp112091_c0_seq1,Q54BM8
comp112121_c0_seq1,Q84L08
comp112154_c0_seq1,P21328
comp112195_c0_seq1,Q6V9X0
comp112302_c0_seq1,P24045
comp112393_c0_seq1,P00346
comp1123_c0_seq1,Q9VJB6
comp112435_c0_seq1,Q00808
comp112552_c0_seq1,P35182
comp112555_c0_seq1,Q2R0Q1
comp112579_c0_seq1,P00175
comp11257_c0_seq1,Q9VKA4
comp112597_c0_seq1,Q9CXZ1
comp112610_c0_seq1,Q9FJG9
comp112670_c0_seq1,Q8L397
comp112689_c0_seq1,Q7LHG5
comp112704_c0_seq1,A7RFT2
comp112716_c0_seq1,Q24352
comp112724_c0_seq1,Q851S7
comp112774_c0_seq1,O13755
comp112780_c0_seq1,Q09575
comp112788_c0_seq1,Q6AQ97
comp112876_c0_seq1,O15439
comp112878_c0_seq1,Q3U9G9
comp112922_c0_seq1,P83369
comp112924_c0_seq1,Q5RDW1
comp112951_c0_seq1,Q87GY4
comp112997_c0_seq1,O15439
comp113002_c0_seq1,Q96DM1
comp113007_c0_seq1,Q8WYR4
comp113009_c0_seq1,Q19269
comp113026_c0_seq1,Q87MF7
comp113090_c0_seq1,Q64411
comp113154_c0_seq1,Q42798
comp113170_c0_seq1,Q9Y251
comp113178_c0_seq1,Q38898
comp113248_c0_seq1,P0AC91
comp113262_c0_seq1,O15865
comp113273_c0_seq1,Q84P52
comp113367_c0_seq1,Q8LES0
comp113374_c0_seq1,Q59HJ6
comp113437_c0_seq1,Q94887
comp113592_c0_seq1,Q6EPQ3
comp113635_c0_seq1,P51687
comp113651_c0_seq1,Q61555
comp113661_c0_seq1,Q6DDX7
comp113792_c0_seq1,P01130
comp113796_c0_seq1,Q9QXE5
comp113851_c0_seq1,Q04859
comp113857_c0_seq1,Q8N9I5
comp113904_c0_seq1,Q9VH19
comp113930_c0_seq1,Q63836
comp113954_c0_seq1,A4IG72
comp113960_c0_seq1,Q96KE9
comp113972_c0_seq1,Q6P4Y0
comp114006_c0_seq1,O74310
comp114059_c0_seq1,Q641X6
comp11413_c0_seq1,P50053
comp114144_c0_seq1,Q9LPG6
comp114159_c0_seq1,Q9ZWG1
comp114225_c0_seq1,Q62780
comp114238_c0_seq1,Q9M1K2
comp114300_c0_seq1,P27401
comp114326_c0_seq1,Q9D9T8
comp114350_c0_seq1,D8MPW4
comp114373_c0_seq1,Q12797
comp114378_c0_seq1,O60177
comp114387_c0_seq1,O54898
comp114395_c0_seq1,Q8L7L1
comp114414_c0_seq1,O04904
comp114509_c0_seq1,Q8N6Q8
comp114524_c0_seq1,Q9XI84
comp114526_c0_seq1,Q28IG6
comp114622_c0_seq1,P38160
comp114630_c0_seq1,Q54I48
comp114656_c0_seq1,P52429
comp114685_c0_seq1,P50748
comp114733_c0_seq1,Q9D0D3
comp114759_c0_seq1,P29363
comp114821_c0_seq1,Q9NZJ4
comp114834_c0_seq1,B5DF94
comp114837_c0_seq1,B0UYT5
comp114841_c0_seq1,Q94AH6
comp114864_c0_seq1,E9AE57
comp114867_c0_seq1,O82796
comp114869_c0_seq1,Q9UAL5
comp114872_c0_seq1,Q9ZSA3
comp114889_c0_seq1,A0A1L9WUX8
comp114933_c0_seq1,P84175
comp114974_c0_seq1,Q9H4G4
comp114982_c0_seq1,Q802V6
comp114984_c0_seq1,Q9JI74
comp115018_c0_seq1,Q0JNL7
comp115019_c0_seq1,P33610
comp115062_c0_seq1,P29122
comp115066_c0_seq1,O18882
comp115101_c0_seq1,Q9JMI0
comp115122_c0_seq1,Q99ME2
comp115287_c0_seq1,P49354
comp115313_c0_seq1,O75602
comp115328_c0_seq1,B4U7U4
comp115404_c0_seq1,P0C8M8
comp115489_c0_seq1,O14649
comp115490_c0_seq1,Q9P7Q5
comp115768_c0_seq1,Q6ME13
comp115777_c0_seq1,W0LYS5
comp115779_c0_seq1,Q8IVU3
comp115788_c0_seq1,Q38896
comp115805_c0_seq1,O75832
comp115838_c0_seq1,O05218
comp115880_c0_seq1,P96202
comp115930_c0_seq1,P28606
comp115990_c0_seq1,Q69YU3
comp116006_c0_seq1,Q4FSH2
comp116017_c0_seq1,A6VMR4
comp116031_c0_seq1,Q552W5
comp116052_c0_seq1,Q13114
comp116069_c0_seq1,Q8VEH0
comp116148_c0_seq1,Q6NRM7
comp11614_c0_seq1,O95490
comp116226_c0_seq1,Q95LG1
comp116357_c0_seq1,Q9SLN5
comp116397_c0_seq1,Q9UN74
comp116435_c0_seq1,Q42344
comp116488_c0_seq1,Q86YR5
comp116519_c0_seq1,Q9N2J2
comp116582_c0_seq1,Q94BU1
comp11662_c0_seq1,P12848
comp11663_c0_seq1,O01305
comp116670_c0_seq1,Q91ZV4
comp116727_c0_seq1,Q9C5D2
comp116755_c0_seq1,C0HKA1
comp116798_c0_seq1,Q8N9W6
comp116802_c0_seq1,Q60HC3
comp116817_c0_seq1,P79401
comp116858_c0_seq1,Q9P1Z3
comp116915_c0_seq1,Q13608
comp116936_c0_seq1,Q9RTF5
comp116988_c0_seq1,P22105
comp116994_c0_seq1,P10401
comp117047_c0_seq1,E9QAG8
comp117064_c0_seq1,Q54XS1
comp117079_c0_seq1,P20825
comp11716_c0_seq1,Q08DF7
comp117175_c0_seq1,A1T726
comp117177_c0_seq1,Q8BX17
comp117179_c0_seq1,C3LRL2
comp117200_c0_seq1,Q8YRI1
comp117210_c0_seq1,P55251
comp117249_c0_seq1,Q5RFV8
comp117255_c0_seq1,Q0J9V3
comp117276_c0_seq1,Q99PE2
comp117278_c0_seq1,F2RP52
comp117335_c0_seq1,P17972
comp117338_c0_seq1,P11442
comp117423_c0_seq1,Q8K0U4
comp117480_c0_seq1,O43301
comp117484_c0_seq1,Q55DL2
comp117501_c0_seq1,Q593B6
comp117523_c0_seq1,B0G143
comp117524_c0_seq1,P74334
comp117531_c0_seq1,Q14831
comp117545_c0_seq1,Q5JN42
comp117595_c0_seq1,Q6NYL3
comp117721_c0_seq1,Q5H8B9
comp117749_c0_seq1,Q6NRM6
comp117781_c0_seq1,Q6XHB2
comp117829_c0_seq1,Q96UX3
comp117880_c0_seq1,Q12766
