Contig,Entry
TRINITY_DN10116_c0_g1_i2,Q5RAL3
TRINITY_DN10120_c0_g1_i18,Q28GV1
TRINITY_DN101233_c0_g1_i1,O22478
TRINITY_DN10124_c0_g1_i5,Q8AYK6
TRINITY_DN10127_c0_g1_i12,A1L1I3
TRINITY_DN1012_c0_g1_i10,A7RG82
TRINITY_DN10131_c0_g1_i9,Q63054
TRINITY_DN10133_c0_g1_i15,P0CT40
TRINITY_DN101416_c2_g1_i1,Q54JK4
TRINITY_DN10143_c0_g1_i6,Q9DCG9
TRINITY_DN10151_c0_g1_i7,Q2KJ34
TRINITY_DN101537_c0_g1_i1,P51568
TRINITY_DN10155_c0_g2_i4,Q5EA25
TRINITY_DN10156_c0_g1_i9,A1ZAY1
TRINITY_DN10157_c0_g2_i5,Q90XD2
TRINITY_DN10163_c1_g1_i3,Q0P4F7
TRINITY_DN10165_c0_g1_i11,Q90243
TRINITY_DN10166_c0_g1_i16,Q3T075
TRINITY_DN10168_c0_g1_i11,Q4KMC9
TRINITY_DN1016_c1_g1_i3,Q6J8I9
TRINITY_DN10170_c0_g2_i1,Q9JMD2
TRINITY_DN101723_c0_g3_i3,Q9EQY0
TRINITY_DN101760_c0_g1_i4,Q7M3K2
TRINITY_DN10179_c0_g1_i1,Q6PA97
TRINITY_DN10180_c0_g1_i7,Q9D3W1
TRINITY_DN10183_c0_g1_i18,Q9IBG7
TRINITY_DN101857_c0_g1_i13,A3KQS4
TRINITY_DN10186_c0_g1_i3,P79134
TRINITY_DN10190_c1_g1_i8,Q70KH2
TRINITY_DN10191_c0_g1_i4,Q91X96
TRINITY_DN101922_c0_g1_i7,Q5U4F6
TRINITY_DN10196_c0_g1_i11,P29083
TRINITY_DN10199_c0_g1_i47,Q29503
TRINITY_DN1019_c0_g1_i2,Q5ZL21
TRINITY_DN101_c0_g1_i27,Q9H6R4
TRINITY_DN10200_c0_g1_i14,Q9DFS6
TRINITY_DN10202_c0_g1_i11,Q5SPX3
TRINITY_DN10203_c0_g1_i1,Q39613
TRINITY_DN102074_c1_g1_i1,P33188
TRINITY_DN102089_c0_g1_i1,O42412
TRINITY_DN10210_c0_g1_i13,F1QWK4
TRINITY_DN10211_c0_g1_i10,Q6IP18
TRINITY_DN10213_c0_g1_i9,Q5RBP4
TRINITY_DN10213_c0_g3_i2,Q54J48
TRINITY_DN102163_c0_g3_i3,Q640B3
TRINITY_DN10216_c0_g1_i4,Q8NHR9
TRINITY_DN102177_c0_g1_i1,P54632
TRINITY_DN10221_c0_g1_i4,Q29RU2
TRINITY_DN10225_c0_g1_i2,P40123
TRINITY_DN10226_c0_g1_i4,P50538
TRINITY_DN10229_c0_g1_i9,Q5FW48
TRINITY_DN1022_c0_g1_i14,Q96MN2
TRINITY_DN1022_c2_g1_i6,Q8K078
TRINITY_DN10231_c0_g2_i1,O35130
TRINITY_DN10232_c0_g1_i1,A6QLP7
TRINITY_DN102409_c0_g1_i1,Q95SX7
TRINITY_DN10241_c0_g1_i25,Q5BKH5
TRINITY_DN10246_c0_g1_i34,P70191
TRINITY_DN10247_c0_g1_i3,Q16831
TRINITY_DN102506_c1_g1_i8,Q9NZM1
TRINITY_DN10259_c0_g1_i4,P36544
TRINITY_DN10262_c1_g1_i1,Q60HH8
TRINITY_DN10263_c0_g1_i9,Q6GR34
TRINITY_DN102642_c0_g1_i1,Q6DG99
TRINITY_DN10264_c1_g1_i28,K9NVA6
TRINITY_DN102657_c0_g1_i1,Q96N23
TRINITY_DN10266_c0_g1_i18,Q8N8Q8
TRINITY_DN10269_c3_g1_i2,Q2HJ23
TRINITY_DN102714_c0_g1_i5,Q0WVW7
TRINITY_DN102727_c0_g1_i4,P35342
TRINITY_DN10274_c0_g2_i1,Q5E9Z8
TRINITY_DN10275_c0_g1_i9,Q8WYP5
TRINITY_DN10275_c0_g2_i6,O54975
TRINITY_DN102772_c0_g2_i1,Q6GLN7
TRINITY_DN102778_c0_g1_i1,Q96P65
TRINITY_DN1027_c0_g2_i1,P52694
TRINITY_DN102802_c0_g1_i1,P79403
TRINITY_DN10281_c0_g1_i3,Q5ZIH0
TRINITY_DN102898_c0_g1_i2,Q54KA7
TRINITY_DN10289_c0_g1_i15,Q4R979
TRINITY_DN10290_c0_g1_i1,Q8NEZ2
TRINITY_DN102928_c0_g1_i1,Q9NVH0
TRINITY_DN10292_c0_g1_i10,O35594
TRINITY_DN1029_c0_g1_i4,Q5F3A6
TRINITY_DN103011_c1_g2_i1,P0DTE4
TRINITY_DN103044_c0_g2_i1,Q7XJ96
TRINITY_DN103082_c0_g1_i3,O95475
TRINITY_DN1030_c0_g2_i1,Q08E31
TRINITY_DN10310_c0_g2_i1,Q8R151
TRINITY_DN10311_c0_g1_i3,Q9P215
TRINITY_DN103151_c0_g1_i2,Q90YS3
TRINITY_DN103195_c0_g1_i3,A8MTY0
TRINITY_DN10319_c0_g1_i2,Q9H3F6
TRINITY_DN1031_c0_g1_i12,O14818
TRINITY_DN103205_c0_g1_i1,Q3ZM03
TRINITY_DN10321_c0_g1_i4,Q9BX70
TRINITY_DN10322_c0_g1_i13,O18499
TRINITY_DN103246_c0_g1_i2,Q9DBP0
TRINITY_DN103246_c0_g2_i2,Q9DBP0
TRINITY_DN103251_c0_g2_i1,O01427
TRINITY_DN103281_c0_g1_i2,Q9BPL7
TRINITY_DN10328_c0_g2_i4,Q6PJN8
TRINITY_DN1032_c0_g1_i3,Q8JHF4
TRINITY_DN1032_c0_g2_i8,C3YWU0
TRINITY_DN1032_c2_g1_i3,O57592
TRINITY_DN1032_c3_g1_i1,A8QMS7
TRINITY_DN103306_c0_g1_i2,Q80XP8
TRINITY_DN103306_c0_g2_i4,Q80XP8
TRINITY_DN103324_c0_g1_i2,O16797
TRINITY_DN103335_c1_g1_i1,O35595
TRINITY_DN103338_c0_g1_i2,P53033
TRINITY_DN10336_c0_g1_i1,P53568
TRINITY_DN10338_c0_g1_i5,Q6P0C6
TRINITY_DN10340_c0_g1_i6,Q8R2X8
TRINITY_DN103441_c0_g2_i5,Q8IS64
TRINITY_DN103447_c1_g1_i1,O14036
TRINITY_DN10351_c1_g1_i5,P82147
TRINITY_DN103572_c6_g1_i1,Q27238
TRINITY_DN10357_c0_g1_i13,P54612
TRINITY_DN10360_c0_g1_i6,Q9Z2F6
TRINITY_DN103615_c0_g1_i1,P92132
TRINITY_DN103627_c2_g1_i4,Q9D820
TRINITY_DN10364_c0_g1_i5,P13596
TRINITY_DN10367_c0_g1_i5,Q9Y6N5
TRINITY_DN10368_c0_g1_i24,P10686
TRINITY_DN10369_c0_g1_i16,D3ZGQ5
TRINITY_DN103737_c0_g3_i1,Q80TC5
TRINITY_DN103748_c2_g1_i1,Q2QL79
TRINITY_DN10374_c0_g1_i2,Q5E964
TRINITY_DN103758_c0_g1_i4,Q8K4Z4
TRINITY_DN103784_c0_g1_i1,Q16832
TRINITY_DN10378_c0_g1_i5,Q0WW55
TRINITY_DN1037_c1_g1_i4,Q148G4
TRINITY_DN103805_c0_g2_i1,O26757
TRINITY_DN103818_c0_g1_i1,Q6C7A6
TRINITY_DN10381_c0_g1_i3,Q7SYJ9
TRINITY_DN10382_c0_g1_i7,I6LDA6
TRINITY_DN10384_c1_g1_i3,Q5ZMS3
TRINITY_DN10387_c0_g1_i15,Q4V7A8
TRINITY_DN10388_c5_g1_i7,O73888
TRINITY_DN10393_c1_g1_i12,Q9NUQ2
TRINITY_DN10394_c0_g1_i2,Q92535
TRINITY_DN10395_c0_g1_i7,Q6Q4G4
TRINITY_DN10396_c0_g1_i14,Q9Y315
TRINITY_DN103971_c0_g1_i3,Q08BY1
TRINITY_DN10397_c0_g1_i4,Q68FS4
TRINITY_DN1039_c1_g1_i1,Q9NWM3
TRINITY_DN104004_c0_g1_i1,Q9PJI3
TRINITY_DN104051_c0_g1_i1,P28285
TRINITY_DN104051_c0_g2_i2,Q28997
TRINITY_DN104057_c0_g1_i1,Q54ES9
TRINITY_DN10405_c1_g1_i1,Q9FMN0
TRINITY_DN10406_c0_g1_i1,Q9NXG6
TRINITY_DN10408_c0_g1_i7,P0C6B8
TRINITY_DN10410_c0_g1_i1,Q5F4B8
TRINITY_DN104142_c0_g2_i1,P02556
TRINITY_DN10418_c0_g1_i1,P50429
TRINITY_DN1041_c2_g1_i1,Q9FFZ6
TRINITY_DN10420_c0_g1_i1,O55125
TRINITY_DN104297_c0_g1_i2,P47990
TRINITY_DN10429_c0_g1_i4,Q5UAW9
TRINITY_DN1042_c0_g2_i1,Q6J1I7
TRINITY_DN1042_c1_g2_i1,D3ZV31
TRINITY_DN104301_c0_g1_i13,Q6PDJ1
TRINITY_DN10430_c0_g1_i9,Q3UM45
TRINITY_DN104318_c0_g1_i1,D4B2Q8
TRINITY_DN104327_c0_g1_i7,Q86VQ1
TRINITY_DN10432_c0_g1_i2,Q7TPV2
TRINITY_DN10433_c0_g1_i3,Q8BGQ7
TRINITY_DN10436_c0_g1_i31,Q96RW7
TRINITY_DN10441_c0_g1_i1,Q8BJR6
TRINITY_DN104451_c0_g2_i2,P46434
TRINITY_DN104451_c0_g3_i3,Q09596
TRINITY_DN10447_c0_g1_i9,Q6GL89
TRINITY_DN10450_c0_g1_i3,O42574
TRINITY_DN10451_c0_g1_i6,Q0P5Y3
TRINITY_DN10453_c0_g1_i9,Q5ZJN4
TRINITY_DN10458_c0_g1_i9,P11966
TRINITY_DN10461_c0_g1_i21,Q0P5B9
TRINITY_DN10461_c0_g2_i2,Q9M2U3
TRINITY_DN10465_c0_g1_i8,Q9BZF1
TRINITY_DN1046_c0_g1_i16,Q9JJ94
TRINITY_DN10472_c0_g1_i2,M1BYJ7
TRINITY_DN10472_c0_g2_i1,M1BYJ7
TRINITY_DN104737_c1_g1_i1,Q13813
TRINITY_DN104756_c1_g2_i1,P32251
TRINITY_DN10475_c1_g1_i1,Q9NYZ2
TRINITY_DN10476_c0_g1_i7,B1AS42
TRINITY_DN10477_c0_g1_i5,O60610
TRINITY_DN10477_c0_g2_i3,O60610
TRINITY_DN104848_c0_g1_i6,A6NJI9
TRINITY_DN10490_c0_g1_i5,D4ACP2
TRINITY_DN10492_c0_g1_i14,Q9BVK2
TRINITY_DN104930_c1_g1_i1,Q94490
TRINITY_DN104930_c1_g2_i1,D3ZDK2
TRINITY_DN10493_c0_g1_i3,Q99J62
TRINITY_DN10495_c1_g1_i2,Q9P6I5
TRINITY_DN10496_c0_g2_i2,Q58CR4
TRINITY_DN1049_c0_g1_i35,Q6AY08
TRINITY_DN104_c1_g1_i1,Q8NDA2
TRINITY_DN10501_c0_g1_i1,Q54PH5
TRINITY_DN10502_c0_g1_i2,Q7M438
TRINITY_DN1050_c0_g1_i5,Q8BPB0
TRINITY_DN1050_c2_g1_i1,Q9DBF7
TRINITY_DN10514_c0_g1_i8,B3EWZ3
TRINITY_DN10515_c0_g1_i5,Q8IZ69
TRINITY_DN105175_c1_g1_i2,O15118
TRINITY_DN10522_c1_g2_i1,Q02974
TRINITY_DN10523_c0_g1_i8,O89023
TRINITY_DN105262_c0_g1_i1,Q27686
TRINITY_DN105273_c0_g2_i1,Q9FIF3
TRINITY_DN10527_c0_g1_i4,Q8N3L3
TRINITY_DN10529_c0_g2_i3,Q2T9X8
TRINITY_DN105302_c0_g2_i2,B7WFQ1
TRINITY_DN10534_c0_g1_i6,Q6PFJ1
TRINITY_DN10540_c0_g2_i1,Q25060
TRINITY_DN10541_c0_g1_i5,P11966
TRINITY_DN10544_c0_g1_i6,Q4R8R3
TRINITY_DN10546_c0_g1_i4,Q8MJC3
TRINITY_DN1054_c1_g1_i7,Q7Z7H5
TRINITY_DN10552_c0_g1_i6,Q9H3S7
TRINITY_DN10554_c0_g1_i8,L7YAI7
TRINITY_DN10554_c1_g1_i1,L7YAI7
TRINITY_DN10557_c0_g1_i21,Q9CZB9
TRINITY_DN10558_c0_g1_i12,Q8VHE0
TRINITY_DN10561_c0_g1_i2,P23606
TRINITY_DN10561_c0_g2_i2,Q9GLK0
TRINITY_DN10565_c0_g1_i1,Q8TCT0
TRINITY_DN105696_c0_g1_i33,Q5I0C5
TRINITY_DN1056_c0_g1_i1,Q9WUR9
TRINITY_DN10574_c0_g1_i2,B3EWY6
TRINITY_DN10583_c0_g1_i7,Q7TSV9
TRINITY_DN10584_c0_g1_i14,Q80ZK9
TRINITY_DN10587_c0_g1_i1,A7Z061
TRINITY_DN1058_c0_g1_i3,A7E3Q8
TRINITY_DN10590_c0_g1_i3,Q9CQN6
TRINITY_DN10592_c0_g3_i1,H9D1R1
TRINITY_DN105956_c0_g2_i3,Q0V9A9
TRINITY_DN105993_c0_g2_i2,P51049
TRINITY_DN106036_c1_g1_i2,Q6PFY8
TRINITY_DN1060_c0_g1_i4,Q5TM64
TRINITY_DN106148_c0_g1_i1,F4IUG9
TRINITY_DN106153_c0_g1_i2,P97292
TRINITY_DN10618_c0_g1_i2,E9Q5F9
TRINITY_DN106205_c0_g1_i2,Q7ZYF2
TRINITY_DN10620_c0_g1_i5,Q5R4C2
TRINITY_DN106243_c0_g2_i1,P10770
TRINITY_DN106268_c0_g1_i1,Q6GL87
TRINITY_DN106291_c0_g1_i1,A6LFV1
TRINITY_DN1062_c0_g1_i1,Q96AY4
TRINITY_DN106303_c0_g1_i1,Q6ZTR5
TRINITY_DN10630_c0_g1_i8,A7SDW5
TRINITY_DN10632_c0_g1_i6,A7SMW7
TRINITY_DN10633_c0_g2_i5,P26638
TRINITY_DN10633_c0_g3_i2,P26638
TRINITY_DN106341_c0_g1_i3,P15142
TRINITY_DN106360_c0_g1_i1,Q9SRH6
TRINITY_DN106370_c0_g1_i1,Q962T1
TRINITY_DN106370_c3_g1_i1,Q962T1
TRINITY_DN106398_c0_g1_i5,A7S1A4
TRINITY_DN106398_c2_g1_i1,Q9UL62
TRINITY_DN1063_c0_g1_i2,Q0IID9
TRINITY_DN106438_c2_g1_i2,P17508
TRINITY_DN10643_c0_g2_i1,P21329
TRINITY_DN10643_c0_g5_i1,P46530
TRINITY_DN106458_c0_g1_i1,P41759
TRINITY_DN106471_c1_g1_i2,Q63HN8
TRINITY_DN10648_c0_g1_i9,Q8C0J6
TRINITY_DN10649_c0_g1_i19,P18293
TRINITY_DN1064_c0_g1_i1,Q8R536
TRINITY_DN106500_c0_g1_i2,Q8MPM1
TRINITY_DN10652_c0_g1_i6,Q6AYJ5
TRINITY_DN10653_c0_g1_i28,O14672
TRINITY_DN10654_c0_g1_i3,O08623
TRINITY_DN10655_c0_g1_i8,Q8R092
TRINITY_DN10659_c0_g1_i9,Q2HZX7
TRINITY_DN10664_c0_g1_i10,Q61165
TRINITY_DN10665_c0_g1_i2,Q5RDU7
TRINITY_DN10666_c0_g1_i2,Q9UGV2
TRINITY_DN10668_c0_g1_i2,Q5RDW1
TRINITY_DN10668_c1_g1_i6,Q642A0
TRINITY_DN106693_c0_g1_i1,Q4WI01
TRINITY_DN10672_c0_g1_i17,Q91398
TRINITY_DN10673_c0_g1_i3,A7MBB8
TRINITY_DN106774_c1_g1_i1,P10770
TRINITY_DN10681_c0_g1_i5,O97860
TRINITY_DN10683_c0_g1_i4,Q9Z1L5
TRINITY_DN10686_c1_g1_i4,Q499W2
TRINITY_DN10689_c0_g1_i3,Q2JVA4
TRINITY_DN106916_c0_g1_i8,B8RJM0
TRINITY_DN106916_c0_g2_i3,B8RJM0
TRINITY_DN106935_c0_g1_i2,Q8BW94
TRINITY_DN106950_c1_g1_i1,Q23716
TRINITY_DN10697_c0_g1_i12,Q9QYU4
TRINITY_DN10703_c0_g1_i10,Q9QZB7
TRINITY_DN10703_c1_g1_i13,Q9QZB7
TRINITY_DN10705_c0_g1_i5,Q6NUX8
TRINITY_DN10708_c0_g1_i4,Q91ZV7
TRINITY_DN107095_c0_g1_i1,P93759
TRINITY_DN1070_c1_g1_i1,P93099
TRINITY_DN10711_c0_g2_i2,P62334
TRINITY_DN10712_c0_g1_i5,P53621
TRINITY_DN10712_c1_g1_i12,Q8BNX1
TRINITY_DN107139_c1_g2_i4,Q8R151
TRINITY_DN10722_c0_g1_i4,Q8BUH7
TRINITY_DN107269_c0_g1_i1,Q8C6S9
TRINITY_DN107270_c0_g1_i4,Q9Z2U1
TRINITY_DN10729_c0_g1_i5,E7FAM5
TRINITY_DN10735_c0_g1_i2,A1L1W9
TRINITY_DN10737_c0_g1_i11,Q8VE42
TRINITY_DN10738_c0_g1_i3,Q6TH22
TRINITY_DN10740_c0_g1_i38,P29773
TRINITY_DN10740_c0_g2_i2,P29773
TRINITY_DN107458_c1_g1_i1,O00937
TRINITY_DN10746_c0_g1_i1,P21856
TRINITY_DN10747_c0_g1_i13,Q9H6P5
TRINITY_DN107489_c2_g1_i1,Q9D0F9
TRINITY_DN10748_c0_g1_i1,P50136
TRINITY_DN10750_c1_g1_i16,Q5R5L3
TRINITY_DN10752_c1_g2_i5,P57784
TRINITY_DN10752_c3_g1_i4,Q9WUN2
TRINITY_DN107530_c1_g1_i6,Q9HAR2
TRINITY_DN10753_c0_g1_i3,Q9D081
TRINITY_DN107545_c1_g1_i2,P22131
TRINITY_DN10755_c0_g1_i49,A3FEM2
TRINITY_DN1075_c0_g1_i1,P46871
TRINITY_DN10765_c0_g1_i1,E7F7V7
TRINITY_DN107673_c1_g2_i7,P61315
TRINITY_DN10768_c0_g1_i1,Q4LDE5
TRINITY_DN1076_c0_g1_i12,Q8NFZ3
TRINITY_DN1076_c0_g2_i3,Q8NFZ3
TRINITY_DN10770_c1_g1_i1,Q9SE26
TRINITY_DN10771_c0_g2_i3,Q9Y4L5
TRINITY_DN10775_c0_g2_i1,B7WFQ1
TRINITY_DN10778_c0_g1_i5,P51397
TRINITY_DN10781_c0_g1_i2,Q94K49
TRINITY_DN10783_c0_g1_i7,Q7ZXG7
TRINITY_DN10785_c0_g1_i5,Q96I34
TRINITY_DN10789_c0_g1_i6,Q8WUQ7
TRINITY_DN107923_c0_g1_i2,P16354
TRINITY_DN10795_c0_g1_i2,Q17292
TRINITY_DN10796_c0_g1_i6,Q96PX1
TRINITY_DN107995_c0_g1_i1,P13944
TRINITY_DN107_c0_g1_i22,Q9DER7
TRINITY_DN107_c3_g1_i1,Q866A2
TRINITY_DN108014_c0_g1_i1,Q9W704
TRINITY_DN108024_c0_g2_i8,Q9BUZ4
TRINITY_DN10803_c0_g1_i3,Q9P2G9
TRINITY_DN10804_c0_g1_i20,Q6DHR3
TRINITY_DN10806_c1_g1_i13,A7SNR3
TRINITY_DN10810_c0_g1_i12,Q28FH2
TRINITY_DN10810_c0_g2_i5,Q28FH2
TRINITY_DN108118_c0_g1_i1,P75823
TRINITY_DN10811_c0_g1_i6,Q01890
TRINITY_DN108135_c0_g3_i1,B8VIU6
TRINITY_DN10814_c0_g1_i6,Q90ZD5
TRINITY_DN108188_c0_g2_i6,Q6PBT5
TRINITY_DN108188_c0_g3_i5,Q6PBT5
TRINITY_DN10820_c1_g1_i2,Q9BVL2
TRINITY_DN108247_c0_g1_i1,A2A3L6
TRINITY_DN108263_c0_g1_i1,P0CT84
TRINITY_DN10826_c0_g1_i3,Q567G6
TRINITY_DN1082_c0_g1_i4,Q96PE7
TRINITY_DN108302_c0_g1_i1,P37586
TRINITY_DN108305_c0_g1_i1,F4HQD4
TRINITY_DN10835_c0_g1_i10,Q3SZZ5
TRINITY_DN10835_c0_g2_i10,Q3SZZ5
TRINITY_DN10839_c0_g1_i2,Q54DK4
TRINITY_DN108432_c0_g1_i1,Q9NZN4
TRINITY_DN10845_c0_g1_i10,P15178
TRINITY_DN10847_c0_g1_i1,P67963
TRINITY_DN108489_c0_g1_i2,Q3UME2
TRINITY_DN10851_c0_g1_i6,Q920A5
TRINITY_DN10851_c1_g1_i4,Q92621
TRINITY_DN108526_c0_g1_i1,P62325
TRINITY_DN108539_c1_g1_i1,Q01781
TRINITY_DN108546_c1_g1_i2,Q9XGL4
TRINITY_DN10855_c0_g1_i16,Q9Z1Z0
TRINITY_DN10856_c0_g1_i3,O08984
TRINITY_DN10858_c0_g1_i9,Q6A051
TRINITY_DN10864_c0_g1_i1,Q9GZX3
TRINITY_DN10865_c1_g1_i3,Q9W676
TRINITY_DN10868_c0_g1_i6,Q9HAF1
TRINITY_DN108694_c0_g1_i1,Q16772
TRINITY_DN1086_c0_g1_i1,Q8L7C9
TRINITY_DN108711_c0_g1_i5,P26008
TRINITY_DN108711_c0_g2_i1,P12080
TRINITY_DN108731_c0_g1_i1,Q9BHU1
TRINITY_DN10876_c0_g1_i3,Q90X67
TRINITY_DN10878_c0_g1_i20,Q8YV57
TRINITY_DN108803_c0_g1_i1,P54366
TRINITY_DN108805_c0_g1_i2,P37039
TRINITY_DN10883_c1_g1_i22,Q9NUP1
TRINITY_DN108858_c0_g1_i1,D3YVL2
TRINITY_DN108862_c0_g1_i1,Q9NUV9
TRINITY_DN10890_c0_g1_i5,P60881
TRINITY_DN10893_c0_g1_i4,Q08CH8
TRINITY_DN10896_c0_g2_i15,A6NI56
TRINITY_DN10897_c0_g1_i1,Q55790
TRINITY_DN10897_c0_g2_i1,Q55790
TRINITY_DN10900_c0_g1_i16,Q15853
TRINITY_DN109016_c0_g1_i1,Q63507
TRINITY_DN10910_c0_g1_i13,P08567
TRINITY_DN10911_c0_g2_i1,Q90Z12
TRINITY_DN10914_c0_g1_i4,O08688
TRINITY_DN10919_c0_g2_i1,P22105
TRINITY_DN10920_c0_g1_i2,E7F4Z4
TRINITY_DN10925_c0_g1_i13,S4X0Q8
TRINITY_DN10928_c0_g1_i9,B5FXA0
TRINITY_DN1092_c0_g1_i26,P48509
TRINITY_DN1092_c1_g1_i2,Q8BZ21
TRINITY_DN10933_c0_g1_i22,O50655
TRINITY_DN10937_c0_g2_i3,P97767
TRINITY_DN109396_c0_g2_i1,B0VQX5
TRINITY_DN1093_c1_g1_i1,P58389
TRINITY_DN10940_c0_g1_i12,Q803I2
TRINITY_DN10942_c0_g1_i1,Q9LFH6
TRINITY_DN10943_c0_g1_i7,B2RY50
TRINITY_DN10944_c0_g1_i13,Q640B4
TRINITY_DN10945_c0_g1_i10,Q0P594
TRINITY_DN10947_c0_g1_i2,P25291
TRINITY_DN10949_c0_g1_i2,Q9WV18
TRINITY_DN10951_c0_g1_i1,O88848
TRINITY_DN10953_c0_g1_i17,Q0KL02
TRINITY_DN10954_c0_g2_i4,E9Q634
TRINITY_DN10954_c2_g1_i2,Q63356
TRINITY_DN109568_c0_g2_i1,Q01369
TRINITY_DN10958_c0_g1_i11,O75689
TRINITY_DN1095_c0_g1_i1,Q568Z6
TRINITY_DN109606_c0_g1_i1,P21568
TRINITY_DN109611_c0_g1_i3,Q5PNZ1
TRINITY_DN10961_c0_g1_i3,P79110
TRINITY_DN10961_c0_g2_i2,Q3UFB2
TRINITY_DN10967_c0_g1_i17,E1C7T6
TRINITY_DN10969_c0_g6_i1,P49730
TRINITY_DN1096_c1_g1_i2,Q6XHB2
TRINITY_DN109701_c0_g1_i1,Q58A42
TRINITY_DN109719_c0_g4_i1,Q0R4F1
TRINITY_DN10971_c0_g1_i1,Q9NX07
TRINITY_DN10974_c0_g2_i7,P62198
TRINITY_DN10977_c0_g1_i1,Q9UQC2
TRINITY_DN109788_c0_g1_i3,A9JRC7
TRINITY_DN10979_c0_g2_i21,Q6TNS2
TRINITY_DN10981_c0_g1_i13,Q5R7J8
TRINITY_DN10983_c0_g2_i1,A8E7G4
TRINITY_DN10984_c1_g1_i11,E7F1U2
TRINITY_DN10987_c0_g1_i6,Q6ZQ58
TRINITY_DN1098_c0_g2_i1,O17732
TRINITY_DN109903_c0_g1_i5,Q9Y234
TRINITY_DN10991_c0_g2_i2,Q9SRX2
TRINITY_DN10992_c0_g3_i3,Q96RW7
TRINITY_DN10992_c2_g1_i1,Q99N01
TRINITY_DN10993_c0_g2_i2,Q68FI4
TRINITY_DN10995_c1_g1_i10,Q86YS3
TRINITY_DN10997_c0_g2_i1,Q7Z020
TRINITY_DN11000_c0_g1_i10,B2RY50
TRINITY_DN110018_c0_g2_i1,Q90673
TRINITY_DN11001_c0_g1_i1,Q6DRG1
TRINITY_DN110026_c2_g1_i2,Q5TCS8
TRINITY_DN110038_c0_g1_i1,B1XHY7
TRINITY_DN110038_c1_g1_i1,B1XHY7
TRINITY_DN110059_c1_g6_i1,Q6FW96
TRINITY_DN11007_c0_g1_i25,Q7SX99
TRINITY_DN110081_c0_g1_i2,Q23716
TRINITY_DN11008_c0_g1_i13,P42297
TRINITY_DN1100_c3_g1_i1,Q6P606
TRINITY_DN110159_c0_g1_i1,A7RL75
