Contig,Entry
TRINITY_GG_10116_c0_g1_i1,Q4VAE3
TRINITY_GG_10117_c0_g1_i1,Q9NXS3
TRINITY_GG_10118_c0_g1_i2,Q54TR1
TRINITY_GG_1011_c0_g1_i12,Q5SNQ7
TRINITY_GG_10123_c1_g1_i1,Q54TR1
TRINITY_GG_10126_c1_g1_i1,P91119
TRINITY_GG_1012_c1_g1_i1,F6H9N6
TRINITY_GG_1013_c0_g1_i2,Q58DA0
TRINITY_GG_10149_c0_g1_i1,Q8CFE4
TRINITY_GG_10149_c0_g1_i3,Q8CFE4
TRINITY_GG_10149_c0_g2_i1,O17645
TRINITY_GG_10150_c1_g1_i1,Q9UPZ3
TRINITY_GG_10151_c0_g1_i6,Q5F3A6
TRINITY_GG_10153_c0_g1_i7,Q9X0Y1
TRINITY_GG_10157_c1_g1_i1,A0A0G2K2P5
TRINITY_GG_10159_c0_g1_i3,P55115
TRINITY_GG_10161_c0_g1_i2,Q9UPZ3
TRINITY_GG_10161_c0_g2_i3,Q96JM4
TRINITY_GG_10164_c0_g1_i1,Q6P3W7
TRINITY_GG_10165_c0_g1_i1,Q8C6L5
TRINITY_GG_10166_c1_g1_i1,Q96KE9
TRINITY_GG_10166_c2_g2_i4,Q6ZMV9
TRINITY_GG_10166_c4_g1_i1,Q6ZMV9
TRINITY_GG_10168_c0_g1_i1,O02703
TRINITY_GG_10169_c1_g1_i1,Q9Z2L6
TRINITY_GG_10171_c1_g2_i1,P86881
TRINITY_GG_10173_c0_g1_i2,Q80W31
TRINITY_GG_10176_c0_g1_i1,Q8UUZ1
TRINITY_GG_10180_c0_g1_i2,P18519
TRINITY_GG_10183_c0_g1_i2,Q02790
TRINITY_GG_10184_c0_g1_i1,A2AGX3
TRINITY_GG_10185_c0_g1_i1,Q6UPE0
TRINITY_GG_10188_c0_g1_i1,Q9CR48
TRINITY_GG_10196_c0_g1_i10,O18994
TRINITY_GG_10196_c0_g1_i5,O18994
TRINITY_GG_10196_c0_g1_i7,O18994
TRINITY_GG_10197_c0_g1_i1,Q9CQG1
TRINITY_GG_10199_c0_g1_i2,A0A0G2K047
TRINITY_GG_1019_c0_g1_i3,Q32LB9
TRINITY_GG_1019_c0_g1_i4,Q9JJG9
TRINITY_GG_101_c0_g1_i1,Q5R4V4
TRINITY_GG_10201_c0_g2_i5,Q5FVF4
TRINITY_GG_10201_c0_g2_i7,Q5FVF4
TRINITY_GG_10205_c0_g1_i1,P47747
TRINITY_GG_10208_c0_g1_i3,P17972
TRINITY_GG_1020_c0_g1_i1,Q9R0S3
TRINITY_GG_10210_c0_g1_i14,P52431
TRINITY_GG_10210_c0_g1_i15,O54747
TRINITY_GG_10214_c0_g1_i2,P55266
TRINITY_GG_10215_c0_g1_i13,Q0P5H9
TRINITY_GG_10217_c0_g1_i1,Q2KI18
TRINITY_GG_10217_c6_g1_i1,Q8BJ56
TRINITY_GG_1021_c0_g1_i1,Q58A42
TRINITY_GG_1021_c1_g1_i1,Q9UBJ2
TRINITY_GG_1021_c3_g1_i12,Q58A42
TRINITY_GG_1021_c5_g1_i2,Q58A42
TRINITY_GG_10221_c0_g1_i1,Q9H6R3
TRINITY_GG_10224_c0_g1_i1,P28339
TRINITY_GG_10226_c0_g1_i1,P15388
TRINITY_GG_10227_c0_g1_i4,P61212
TRINITY_GG_10229_c0_g1_i1,Q8K2J9
TRINITY_GG_1022_c0_g1_i1,Q3T0G5
TRINITY_GG_10233_c0_g1_i1,B5X186
TRINITY_GG_10235_c0_g1_i1,Q9Z0V1
TRINITY_GG_10237_c0_g1_i2,Q9W2S3
TRINITY_GG_10238_c0_g1_i1,Q55C17
TRINITY_GG_1023_c0_g1_i1,P20693
TRINITY_GG_10241_c0_g1_i4,Q6DGN6
TRINITY_GG_10243_c0_g1_i1,Q9SY73
TRINITY_GG_10244_c0_g1_i2,Q99733
TRINITY_GG_10244_c0_g1_i3,Q5R4D4
TRINITY_GG_10247_c0_g1_i1,M0R2J8
TRINITY_GG_10247_c1_g1_i1,M0R2J8
TRINITY_GG_10249_c0_g1_i5,Q96BD5
TRINITY_GG_10254_c2_g1_i1,Q8NBH2
TRINITY_GG_10255_c0_g1_i1,O88951
TRINITY_GG_10262_c0_g1_i1,M0R2J8
TRINITY_GG_10265_c0_g1_i1,Q8CI17
TRINITY_GG_10266_c0_g1_i12,O93257
TRINITY_GG_10266_c0_g1_i17,O93257
TRINITY_GG_10268_c0_g1_i1,P52569
TRINITY_GG_10269_c0_g1_i1,Q8C8H8
TRINITY_GG_10272_c0_g1_i1,Q8VCR7
TRINITY_GG_10273_c0_g1_i1,Q5XGG5
TRINITY_GG_10275_c0_g1_i19,Q16960
TRINITY_GG_10275_c0_g1_i26,Q16960
TRINITY_GG_10277_c1_g1_i5,Q28F07
TRINITY_GG_10279_c0_g1_i1,Q08CG8
TRINITY_GG_1027_c0_g1_i1,O94830
TRINITY_GG_10282_c0_g1_i1,Q9SY73
TRINITY_GG_10283_c0_g1_i1,Q62448
TRINITY_GG_10283_c0_g1_i7,Q62448
TRINITY_GG_10284_c0_g1_i5,Q9JIH2
TRINITY_GG_10289_c0_g1_i3,O94762
TRINITY_GG_10289_c0_g1_i5,O94762
TRINITY_GG_10289_c1_g1_i1,Q86XN7
TRINITY_GG_10292_c0_g1_i1,Q9D2J7
TRINITY_GG_10293_c0_g1_i1,Q6UY01
TRINITY_GG_10300_c0_g1_i1,Q6P877
TRINITY_GG_10301_c0_g1_i1,Q8IZE3
TRINITY_GG_10303_c1_g1_i1,Q8K4B7
TRINITY_GG_10304_c0_g1_i1,Q8N3C7
TRINITY_GG_10308_c0_g1_i1,Q9SS04
TRINITY_GG_10311_c0_g1_i2,Q9NU02
TRINITY_GG_10316_c0_g1_i2,Q9JI70
TRINITY_GG_10317_c0_g1_i2,Q14790
TRINITY_GG_1031_c1_g1_i3,Q8C5P5
TRINITY_GG_1031_c3_g1_i3,Q8K078
TRINITY_GG_1031_c5_g1_i1,Q8C5P5
TRINITY_GG_1031_c5_g1_i2,Q8C5P5
TRINITY_GG_1031_c5_g1_i3,Q5TFE4
TRINITY_GG_10320_c0_g1_i3,Q9D0W5
TRINITY_GG_10321_c0_g1_i4,Q6DCP1
TRINITY_GG_10323_c0_g1_i1,Q15760
TRINITY_GG_10324_c0_g1_i1,F6R2G2
TRINITY_GG_10326_c0_g1_i4,E9Q2Z1
TRINITY_GG_10326_c0_g1_i5,Q9BXF3
TRINITY_GG_10329_c0_g1_i7,Q9CQW0
TRINITY_GG_10330_c0_g1_i1,Q8N695
TRINITY_GG_10330_c1_g1_i2,Q8K2P6
TRINITY_GG_10330_c6_g1_i1,A7S4N4
TRINITY_GG_10338_c0_g1_i4,Q5TKA1
TRINITY_GG_10338_c0_g1_i6,Q5TKA1
TRINITY_GG_10338_c0_g1_i7,Q5TKA1
TRINITY_GG_1033_c1_g1_i1,Q9H4G0
TRINITY_GG_10341_c0_g2_i4,Q08DX0
TRINITY_GG_1034_c0_g1_i1,Q9P2E3
TRINITY_GG_10350_c0_g1_i1,Q5RD58
TRINITY_GG_10350_c0_g1_i2,Q91YN0
TRINITY_GG_10353_c0_g1_i1,Q9Y2V2
TRINITY_GG_10356_c0_g1_i1,B1AQJ2
TRINITY_GG_1035_c0_g1_i4,Q499W2
TRINITY_GG_10364_c0_g1_i3,B1AQJ2
TRINITY_GG_10379_c1_g1_i2,Q5R579
TRINITY_GG_10379_c3_g1_i1,O42342
TRINITY_GG_10383_c0_g1_i1,P04634
TRINITY_GG_1038_c0_g1_i2,P35559
TRINITY_GG_1038_c0_g1_i4,P14735
TRINITY_GG_10391_c0_g1_i2,Q8IX30
TRINITY_GG_10392_c0_g1_i1,P31011
TRINITY_GG_10394_c0_g1_i1,Q2S1V4
TRINITY_GG_10399_c0_g1_i19,Q5ZKZ9
TRINITY_GG_10399_c0_g1_i20,Q5ZKZ9
TRINITY_GG_1039_c0_g1_i1,Q5VZQ5
TRINITY_GG_103_c0_g1_i3,Q9CZ28
TRINITY_GG_103_c0_g1_i6,Q9CZ28
TRINITY_GG_103_c0_g1_i7,Q9CZ28
TRINITY_GG_10400_c0_g1_i1,P17244
TRINITY_GG_10400_c1_g1_i2,A7XUJ6
TRINITY_GG_10400_c1_g1_i3,B6CJY4
TRINITY_GG_10401_c2_g1_i1,Q00808
TRINITY_GG_10401_c3_g1_i1,Q9I9H8
TRINITY_GG_10403_c0_g1_i1,O88879
TRINITY_GG_10406_c0_g1_i1,Q86W10
TRINITY_GG_10408_c0_g1_i2,Q9D1D1
TRINITY_GG_1040_c0_g1_i1,Q9P2E3
TRINITY_GG_10410_c0_g1_i4,O13154
TRINITY_GG_10413_c0_g1_i2,Q9USM7
TRINITY_GG_10417_c0_g1_i2,Q5ZKZ9
TRINITY_GG_10420_c0_g1_i1,Q32KJ8
TRINITY_GG_10421_c0_g1_i8,O08873
TRINITY_GG_10440_c0_g1_i4,Q8R9K5
TRINITY_GG_10440_c0_g1_i8,Q2S1V4
TRINITY_GG_10442_c0_g1_i1,Q8WXG6
TRINITY_GG_10443_c1_g1_i1,Q6IBW4
TRINITY_GG_10443_c2_g1_i1,Q5FVK8
TRINITY_GG_1044_c0_g1_i2,P55036
TRINITY_GG_10457_c0_g1_i2,Q8BHR8
TRINITY_GG_10459_c0_g1_i11,Q8R367
TRINITY_GG_10459_c0_g1_i2,Q8R367
TRINITY_GG_1045_c0_g1_i11,Q63028
TRINITY_GG_1045_c0_g1_i17,Q63028
TRINITY_GG_10463_c3_g1_i5,Q8L636
TRINITY_GG_10463_c3_g1_i6,Q8L636
TRINITY_GG_10464_c0_g1_i5,Q9VKJ9
TRINITY_GG_10466_c0_g1_i2,Q15699
TRINITY_GG_10473_c0_g2_i2,Q9JLL0
TRINITY_GG_10474_c0_g1_i4,P32780
TRINITY_GG_10478_c0_g2_i1,P46063
TRINITY_GG_10478_c0_g2_i4,Q6AYJ1
TRINITY_GG_10479_c0_g1_i3,Q8VI63
TRINITY_GG_1047_c0_g1_i1,A8E5W8
TRINITY_GG_10482_c0_g1_i1,Q6P1N0
TRINITY_GG_10484_c4_g1_i2,Q5R834
TRINITY_GG_10484_c4_g1_i3,Q96K12
TRINITY_GG_10494_c0_g1_i2,Q8TBP0
TRINITY_GG_10497_c0_g1_i1,Q3TQF0
TRINITY_GG_10497_c0_g1_i9,B2RYN2
TRINITY_GG_10497_c1_g1_i5,Q9TWL9
TRINITY_GG_104_c0_g1_i2,Q14554
TRINITY_GG_104_c1_g1_i1,Q14554
TRINITY_GG_104_c1_g1_i2,Q14554
TRINITY_GG_10505_c0_g1_i1,Q9MYM7
TRINITY_GG_10505_c1_g1_i1,Q8K2A7
TRINITY_GG_10506_c1_g1_i1,Q8CHU3
TRINITY_GG_10506_c2_g2_i1,Q8VDL4
TRINITY_GG_10508_c0_g2_i1,Q9R0M0
TRINITY_GG_10508_c4_g1_i1,Q24292
TRINITY_GG_10508_c5_g1_i1,O35161
TRINITY_GG_1050_c0_g1_i1,P29276
TRINITY_GG_10513_c0_g1_i1,Q9JJ94
TRINITY_GG_10516_c0_g1_i1,Q68US5
TRINITY_GG_10520_c0_g1_i1,A2VE47
TRINITY_GG_10521_c0_g1_i1,Q3USF0
TRINITY_GG_10526_c0_g1_i1,Q6PDL0
TRINITY_GG_10531_c0_g1_i2,C0HK24
TRINITY_GG_10540_c0_g1_i1,A6NJI9
TRINITY_GG_10540_c0_g1_i7,A6NJI9
TRINITY_GG_10542_c0_g1_i1,Q8TBP0
TRINITY_GG_10556_c0_g1_i15,Q7ZWC4
TRINITY_GG_10556_c0_g1_i4,Q5XIP1
TRINITY_GG_10557_c1_g1_i1,Q62824
TRINITY_GG_10558_c0_g1_i28,Q5EAJ7
TRINITY_GG_10558_c0_g1_i3,Q5EAJ7
TRINITY_GG_10558_c1_g1_i4,Q9NRZ9
TRINITY_GG_10558_c2_g1_i1,Q9JHW4
TRINITY_GG_10564_c0_g1_i3,Q9Y450
TRINITY_GG_10571_c0_g1_i1,Q9NVI1
TRINITY_GG_10572_c0_g1_i3,Q5R6Y0
TRINITY_GG_10572_c0_g1_i4,Q6AXM7
TRINITY_GG_10572_c0_g1_i6,Q69ZS7
TRINITY_GG_10573_c0_g1_i1,Q62824
TRINITY_GG_10574_c2_g1_i1,Q8L7W2
TRINITY_GG_10574_c2_g1_i2,Q8L7W2
TRINITY_GG_1057_c0_g1_i2,Q27245
TRINITY_GG_10580_c0_g1_i1,Q3SZZ2
TRINITY_GG_10580_c0_g2_i1,Q9R1S4
TRINITY_GG_10581_c0_g1_i1,A6L2V8
TRINITY_GG_10581_c1_g1_i1,P36605
TRINITY_GG_10582_c0_g1_i3,Q62824
TRINITY_GG_10583_c1_g1_i1,Q6PCJ9
TRINITY_GG_10583_c8_g1_i1,Q9NVI1
TRINITY_GG_10586_c1_g1_i4,Q0V9E9
TRINITY_GG_1058_c6_g1_i1,Q4R828
TRINITY_GG_10591_c0_g1_i9,Q9NVI1
TRINITY_GG_10591_c1_g1_i1,Q9NVI1
TRINITY_GG_10593_c0_g1_i2,Q6DGQ0
TRINITY_GG_10598_c0_g1_i2,Q5ZKJ5
TRINITY_GG_10600_c0_g1_i1,Q8K2J9
TRINITY_GG_10601_c1_g1_i1,Q98TX3
TRINITY_GG_10608_c0_g1_i1,P22574
TRINITY_GG_10610_c0_g1_i1,Q5R416
TRINITY_GG_10611_c0_g1_i2,Q9Z2B5
TRINITY_GG_10611_c2_g1_i2,Q9NIV1
TRINITY_GG_10611_c3_g1_i1,Q86I22
TRINITY_GG_10611_c4_g1_i1,Q9NZJ5
TRINITY_GG_10617_c0_g1_i2,Q980A9
TRINITY_GG_10618_c0_g1_i11,Q9CSP9
TRINITY_GG_10618_c0_g1_i2,Q9CSP9
TRINITY_GG_10618_c0_g1_i5,Q9CSP9
TRINITY_GG_10620_c0_g1_i2,Q9CR98
TRINITY_GG_10621_c0_g1_i1,Q95M17
TRINITY_GG_10622_c0_g2_i1,Q98TX3
TRINITY_GG_10626_c0_g1_i1,Q9H6S0
TRINITY_GG_10629_c0_g1_i1,Q9P0L9
TRINITY_GG_10629_c1_g1_i1,Q7Z442
TRINITY_GG_10630_c1_g1_i1,P04626
TRINITY_GG_10631_c0_g1_i1,Q6IR75
TRINITY_GG_10631_c2_g1_i1,Q8BH16
TRINITY_GG_10632_c0_g1_i1,Q8NDG6
TRINITY_GG_10633_c0_g1_i1,Q6V595
TRINITY_GG_10633_c0_g1_i4,Q5R7B8
TRINITY_GG_10635_c0_g1_i1,Q5F3N5
TRINITY_GG_10635_c0_g1_i2,Q8K430
TRINITY_GG_10636_c0_g1_i1,P51950
TRINITY_GG_10636_c0_g1_i3,P51949
TRINITY_GG_10638_c0_g1_i1,Q8NDG6
TRINITY_GG_10642_c0_g1_i1,P20585
TRINITY_GG_10644_c0_g1_i1,Q3MHU3
TRINITY_GG_10645_c0_g1_i1,Q9Y573
TRINITY_GG_10646_c0_g1_i2,P38919
TRINITY_GG_10646_c0_g1_i4,Q5TD94
TRINITY_GG_10646_c0_g1_i8,Q8CDR2
TRINITY_GG_10646_c1_g1_i5,Q90744
TRINITY_GG_10646_c1_g1_i6,Q90744
TRINITY_GG_10646_c2_g1_i1,P13705
TRINITY_GG_1064_c0_g1_i6,Q6P8C4
TRINITY_GG_10659_c0_g1_i1,Q7TN88
TRINITY_GG_1065_c1_g2_i1,Q24JP3
TRINITY_GG_10660_c0_g1_i1,Q9M2U3
TRINITY_GG_10663_c0_g1_i1,B0XDC4
TRINITY_GG_10666_c0_g1_i1,Q8NDG6
TRINITY_GG_10679_c0_g1_i1,Q6ZMW3
TRINITY_GG_10682_c1_g1_i2,P20585
TRINITY_GG_10686_c0_g1_i1,Q4JIJ3
TRINITY_GG_10686_c0_g1_i3,Q9Z2Q4
TRINITY_GG_1068_c0_g1_i10,Q8BP74
TRINITY_GG_10692_c0_g2_i2,P47990
TRINITY_GG_10692_c0_g2_i4,P47990
TRINITY_GG_10692_c3_g1_i11,P47990
TRINITY_GG_10692_c3_g1_i14,P47990
TRINITY_GG_10692_c8_g1_i1,Q8WPD0
TRINITY_GG_1069_c0_g1_i1,Q6GLT8
TRINITY_GG_1069_c5_g1_i1,Q6GLT8
TRINITY_GG_10700_c0_g1_i10,Q5R778
TRINITY_GG_10700_c0_g1_i13,Q709F0
TRINITY_GG_10700_c0_g1_i9,Q709F0
TRINITY_GG_10701_c0_g1_i1,Q00168
TRINITY_GG_10708_c0_g1_i1,Q80ZM8
TRINITY_GG_10708_c0_g1_i2,Q5U2V5
TRINITY_GG_10711_c0_g1_i1,Q9CU65
TRINITY_GG_10712_c0_g1_i1,O60566
TRINITY_GG_10713_c0_g1_i4,Q8K190
TRINITY_GG_10714_c0_g2_i1,P07949
TRINITY_GG_10719_c0_g1_i1,O15091
TRINITY_GG_1071_c0_g1_i1,O09105
TRINITY_GG_10720_c0_g1_i6,Q68G30
TRINITY_GG_10728_c0_g2_i1,P26801
TRINITY_GG_10730_c0_g1_i2,Q5XJQ5
TRINITY_GG_10733_c0_g1_i3,Q4JIJ3
TRINITY_GG_10735_c0_g1_i1,Q2EG98
TRINITY_GG_10736_c0_g1_i3,C3XRY1
TRINITY_GG_10736_c0_g1_i5,Q5ZMM1
TRINITY_GG_10741_c1_g1_i1,Q5R8Z6
TRINITY_GG_10743_c0_g1_i1,Q2EG98
TRINITY_GG_10748_c0_g1_i2,Q8K5B3
TRINITY_GG_10749_c0_g1_i1,Q7Z443
TRINITY_GG_10750_c0_g1_i1,Q7TN88
TRINITY_GG_10754_c2_g1_i1,Q7TN88
TRINITY_GG_10756_c0_g1_i1,Q8K5B2
TRINITY_GG_10758_c0_g1_i1,Q9JIN6
TRINITY_GG_10762_c0_g1_i1,H2LRU7
TRINITY_GG_10766_c1_g1_i1,C3XRY1
TRINITY_GG_10766_c2_g1_i1,Q6UX98
TRINITY_GG_10769_c0_g1_i1,B2RR83
TRINITY_GG_10769_c0_g1_i2,Q5R746
TRINITY_GG_1076_c0_g1_i2,Q640W6
TRINITY_GG_10775_c1_g1_i4,Q14AW5
TRINITY_GG_10775_c2_g1_i5,P46933
TRINITY_GG_10775_c3_g1_i1,P51826
TRINITY_GG_10782_c12_g1_i1,P39109
TRINITY_GG_10782_c5_g1_i1,Q96J65
TRINITY_GG_10785_c0_g1_i2,Q0DAE4
TRINITY_GG_10789_c0_g1_i2,Q8QG64
TRINITY_GG_10789_c0_g1_i7,Q8QG64
TRINITY_GG_1078_c0_g1_i1,P85299
TRINITY_GG_10795_c0_g1_i19,Q0VAA2
TRINITY_GG_10795_c0_g1_i3,Q0VAA2
TRINITY_GG_10796_c0_g1_i3,Q9VCY8
TRINITY_GG_10797_c1_g2_i1,Q8BTY2
TRINITY_GG_10798_c0_g1_i1,Q2QKL5
TRINITY_GG_10799_c0_g1_i1,Q3MHQ7
TRINITY_GG_1079_c1_g1_i1,A0PJY2
TRINITY_GG_10804_c0_g1_i1,Q3T062
TRINITY_GG_10807_c1_g1_i2,P42664
TRINITY_GG_10810_c0_g2_i1,A6QLT2
TRINITY_GG_10814_c0_g2_i1,Q3MHQ7
TRINITY_GG_10816_c0_g1_i2,P42664
TRINITY_GG_10816_c4_g1_i1,Q76KP1
TRINITY_GG_1081_c0_g1_i2,Q5R9R1
TRINITY_GG_1081_c0_g1_i3,Q3B7T1
TRINITY_GG_10821_c1_g2_i1,Q6DEU9
TRINITY_GG_10821_c1_g2_i3,Q4QR29
TRINITY_GG_10822_c1_g2_i7,Q9EPL8
TRINITY_GG_10823_c0_g1_i3,Q5XIG6
TRINITY_GG_10825_c0_g1_i2,Q3B8H4
TRINITY_GG_10837_c1_g1_i2,O62742
TRINITY_GG_10837_c1_g1_i4,O62742
TRINITY_GG_10841_c0_g1_i1,P02513
TRINITY_GG_10843_c0_g1_i3,Q8BMQ2
TRINITY_GG_10849_c0_g1_i1,Q8MJI9
TRINITY_GG_10852_c0_g1_i1,Q05713
TRINITY_GG_10854_c1_g1_i13,Q80XK6
TRINITY_GG_10854_c1_g1_i7,Q96BY7
TRINITY_GG_10854_c1_g1_i9,Q08D51
TRINITY_GG_10856_c0_g1_i1,Q96G97
TRINITY_GG_10863_c0_g1_i1,Q07326
TRINITY_GG_10864_c0_g1_i2,Q6P286
TRINITY_GG_10864_c0_g1_i8,Q5R7H0
TRINITY_GG_10868_c1_g1_i1,Q4G0X4
TRINITY_GG_10874_c0_g1_i2,Q09353
TRINITY_GG_1087_c0_g1_i1,Q8CE47
TRINITY_GG_1087_c0_g1_i2,Q503P5
TRINITY_GG_10885_c0_g1_i1,Q9Z0E6
TRINITY_GG_10886_c1_g1_i2,P11584
TRINITY_GG_10897_c0_g1_i1,P32456
TRINITY_GG_10899_c0_g1_i1,Q6PFY8
TRINITY_GG_10899_c1_g1_i1,Q1PSW8
TRINITY_GG_10899_c1_g2_i1,E7FAM5
TRINITY_GG_1089_c12_g1_i2,Q9DBT3
TRINITY_GG_1089_c3_g1_i1,Q9H7D0
TRINITY_GG_1089_c8_g1_i4,Q14185
TRINITY_GG_1089_c8_g1_i7,Q14185
TRINITY_GG_108_c0_g1_i1,P49754
TRINITY_GG_108_c0_g1_i2,P49754
TRINITY_GG_10901_c0_g1_i1,Q9NZJ4
TRINITY_GG_10903_c0_g2_i2,A4D263
TRINITY_GG_10903_c1_g1_i2,Q86VD9
TRINITY_GG_10904_c0_g1_i1,Q9JLC8
TRINITY_GG_10911_c0_g1_i1,Q9JLC8
TRINITY_GG_10912_c0_g1_i2,P46023
TRINITY_GG_10913_c0_g1_i2,Q5E985
TRINITY_GG_10914_c0_g1_i1,P28799
TRINITY_GG_10922_c0_g1_i3,Q0P4C4
TRINITY_GG_10924_c0_g1_i1,Q8IYE1
TRINITY_GG_10924_c2_g1_i1,D3YV10
TRINITY_GG_10929_c0_g1_i1,D9IQ16
TRINITY_GG_10934_c0_g1_i2,D3ZGQ5
TRINITY_GG_10934_c2_g1_i1,D3YV10
TRINITY_GG_10936_c0_g1_i1,Q9NZJ4
TRINITY_GG_10937_c4_g2_i1,Q9NZJ4
TRINITY_GG_10937_c7_g1_i1,Q9NZJ4
TRINITY_GG_10947_c5_g1_i1,Q9NZJ4
TRINITY_GG_10954_c0_g1_i1,Q9NZJ4
TRINITY_GG_10958_c0_g1_i1,O18783
TRINITY_GG_10961_c0_g1_i1,Q21565
TRINITY_GG_10962_c1_g1_i1,Q8BLA8
TRINITY_GG_10963_c1_g1_i1,Q9Z1N3
TRINITY_GG_10965_c0_g1_i18,P17812
TRINITY_GG_10965_c0_g1_i2,Q6PEI7
TRINITY_GG_10965_c0_g1_i26,Q2M197
TRINITY_GG_10967_c0_g1_i1,Q9Y5B6
TRINITY_GG_10970_c1_g1_i4,Q8BLA8
TRINITY_GG_10975_c1_g3_i3,O75762
TRINITY_GG_10975_c2_g1_i1,Q9ERK0
TRINITY_GG_10977_c0_g1_i1,Q9Y5B6
TRINITY_GG_1097_c0_g1_i1,P35611
TRINITY_GG_1097_c12_g1_i1,P43141
TRINITY_GG_1097_c1_g1_i1,A9ULG4
TRINITY_GG_1097_c2_g1_i1,B1H1N7
TRINITY_GG_10981_c7_g1_i1,Q9QY06
