Contig,Entry
TRINITY_DN28978_c0_g1_i1,Q07954
TRINITY_DN22996_c0_g1_i1,O64943
TRINITY_DN29672_c0_g1_i1,Q87L95
TRINITY_DN30359_c0_g1_i3,F1QC45
TRINITY_DN26848_c0_g1_i1,O45218
TRINITY_DN54686_c0_g1_i1,O53901
TRINITY_DN19005_c0_g1_i1,Q80SU7
TRINITY_DN30631_c0_g1_i1,G5ECS8
TRINITY_DN24252_c0_g1_i1,Q80SU7
TRINITY_DN28839_c0_g1_i2,Q4LDE5
TRINITY_DN26788_c0_g1_i1,G5E8K5
TRINITY_DN30492_c0_g1_i1,Q9WV18
TRINITY_DN23775_c0_g1_i1,Q4LDE5
TRINITY_DN30158_c0_g1_i1,Q9P2N4
TRINITY_DN14977_c0_g1_i1,Q25452
TRINITY_DN23774_c0_g1_i2,Q8IYW2
TRINITY_DN31026_c0_g1_i1,Q6ZFZ4
TRINITY_DN31195_c0_g1_i11,Q6VTH5
TRINITY_DN19330_c0_g1_i1,Q8H0T4
TRINITY_DN31195_c0_g1_i3,Q6VTH5
TRINITY_DN5081_c0_g1_i1,Q99758
TRINITY_DN26599_c0_g1_i1,F4JTS8
TRINITY_DN26095_c0_g1_i1,Q9LZS3
TRINITY_DN31009_c0_g1_i3,F4IF36
TRINITY_DN24840_c0_g1_i1,V6CLA2
TRINITY_DN21825_c0_g1_i1,O95477
TRINITY_DN29865_c0_g1_i1,Q9FN03
TRINITY_DN27921_c0_g1_i2,F4JTS8
TRINITY_DN31661_c0_g1_i2,Q94IN5
TRINITY_DN23734_c0_g1_i1,Q12955
TRINITY_DN30265_c0_g1_i1,Q9C093
TRINITY_DN8346_c0_g1_i1,Q00808
TRINITY_DN31612_c0_g1_i2,Q54J08
TRINITY_DN27790_c0_g1_i1,Q6ZTR5
TRINITY_DN26791_c0_g1_i1,F4JTS8
TRINITY_DN29517_c0_g1_i1,Q96RW7
TRINITY_DN8699_c0_g1_i2,Q9UFH2
TRINITY_DN5236_c0_g1_i1,Q94IN5
TRINITY_DN25637_c0_g1_i1,Q14690
TRINITY_DN22006_c0_g1_i1,Q968X7
TRINITY_DN29142_c0_g1_i1,Q9USK8
TRINITY_DN30663_c0_g2_i2,Q1JPG1
TRINITY_DN31249_c0_g1_i1,Q39610
TRINITY_DN26584_c0_g1_i1,Q70LM5
TRINITY_DN29501_c0_g1_i1,A0A0R4IBK5
TRINITY_DN24792_c0_g1_i1,Q700K0
TRINITY_DN66233_c0_g1_i1,P62296
TRINITY_DN30663_c0_g2_i4,Q1JPG1
TRINITY_DN22002_c0_g1_i1,P23737
TRINITY_DN25846_c0_g1_i1,Q6PDI5
TRINITY_DN29138_c0_g1_i1,Q63170
TRINITY_DN30080_c0_g1_i1,Q5SSE9
TRINITY_DN27477_c0_g1_i1,A6BM72
TRINITY_DN26155_c0_g1_i1,P29957
TRINITY_DN8523_c0_g1_i1,Q9UVH3
TRINITY_DN23953_c0_g1_i1,O93927
TRINITY_DN28817_c0_g1_i1,Q9ARI6
TRINITY_DN31621_c0_g1_i1,P23098
TRINITY_DN28561_c0_g1_i1,Q4R3J0
TRINITY_DN30628_c0_g1_i1,Q9Y719
TRINITY_DN30795_c0_g1_i1,O46374
TRINITY_DN24435_c0_g1_i1,Q6WKZ8
TRINITY_DN31621_c0_g1_i2,P23098
TRINITY_DN30384_c0_g1_i3,Q9LUD7
TRINITY_DN29566_c0_g1_i3,Q8MMZ7
TRINITY_DN14328_c0_g1_i1,Q7RTR2
TRINITY_DN23953_c0_g1_i2,O93927
TRINITY_DN24311_c0_g1_i4,Q9FGI1
TRINITY_DN27826_c0_g1_i5,Q63120
TRINITY_DN30721_c0_g1_i4,Q5C9L6
TRINITY_DN26022_c0_g1_i1,Q80W93
TRINITY_DN27252_c0_g1_i2,O43581
TRINITY_DN27892_c0_g1_i1,Q8N8A2
TRINITY_DN31227_c0_g1_i2,O02833
TRINITY_DN30565_c0_g1_i1,A2A5R2
TRINITY_DN26438_c0_g1_i2,F4JTS8
TRINITY_DN31178_c1_g1_i1,F4ILR7
TRINITY_DN30049_c0_g1_i1,Q588V7
TRINITY_DN14612_c0_g1_i1,Q00248
TRINITY_DN29662_c0_g1_i2,Q9AUE0
TRINITY_DN28053_c0_g1_i1,Q8K3Z0
TRINITY_DN31227_c0_g1_i3,Q80X72
TRINITY_DN29603_c0_g1_i1,P35084
TRINITY_DN30424_c0_g1_i1,Q62383
TRINITY_DN13245_c0_g1_i2,B9FTR1
TRINITY_DN21451_c0_g1_i1,Q2JNP0
TRINITY_DN29912_c0_g1_i2,P0AEC4
TRINITY_DN30653_c0_g1_i1,Q0DXS3
TRINITY_DN24568_c0_g1_i1,E9Q7R9
TRINITY_DN29086_c0_g1_i2,Q25452
TRINITY_DN30424_c0_g1_i3,Q62383
TRINITY_DN28908_c0_g1_i2,Q24270
TRINITY_DN27970_c0_g1_i2,Q9P2D7
TRINITY_DN29773_c0_g1_i1,Q9H1A4
TRINITY_DN30693_c0_g1_i1,Q7FAS1
TRINITY_DN28344_c0_g1_i1,Q5DM57
TRINITY_DN26529_c0_g1_i2,Q9Y485
TRINITY_DN21450_c0_g1_i1,Q9H5I5
TRINITY_DN31030_c0_g2_i2,Q03683
TRINITY_DN27881_c0_g1_i1,B0DOB4
TRINITY_DN27326_c0_g1_i2,Q6WWW4
TRINITY_DN28891_c0_g1_i1,Q9ZWT2
TRINITY_DN24829_c0_g1_i1,Q7ZWE9
TRINITY_DN26438_c0_g1_i1,F4JTS8
TRINITY_DN25261_c0_g1_i1,Q5UPJ4
TRINITY_DN26459_c0_g1_i1,Q6Q759
TRINITY_DN1750_c0_g1_i2,Q9R095
TRINITY_DN29476_c0_g1_i1,Q8WXX0
TRINITY_DN28667_c0_g1_i1,Q55CA6
TRINITY_DN7898_c0_g1_i1,B8A4F4
TRINITY_DN18437_c0_g1_i1,Q9W6V6
TRINITY_DN25261_c0_g1_i2,Q5UPJ4
TRINITY_DN29091_c0_g1_i2,Q9FN03
TRINITY_DN22872_c0_g1_i1,Q6GP04
TRINITY_DN30043_c0_g1_i5,Q9R9I9
TRINITY_DN28178_c0_g1_i2,Q10287
TRINITY_DN28442_c0_g1_i2,Q2VF19
TRINITY_DN30661_c0_g1_i1,Q8YRI1
TRINITY_DN30043_c0_g1_i6,Q9R9I9
TRINITY_DN30132_c0_g1_i1,Q495B1
TRINITY_DN28517_c0_g1_i1,Q766Z3
TRINITY_DN26946_c0_g1_i2,Q9Y4E8
TRINITY_DN12980_c0_g1_i1,Q5EAB6
TRINITY_DN31616_c2_g1_i3,O15865
TRINITY_DN28055_c0_g1_i2,Q67S53
TRINITY_DN25403_c0_g1_i1,Q9HCB6
TRINITY_DN30932_c0_g2_i1,Q9LKB9
TRINITY_DN10740_c0_g1_i1,Q9FNQ1
TRINITY_DN31660_c0_g1_i2,Q70LM4
TRINITY_DN30602_c0_g1_i1,Q81BF4
TRINITY_DN4852_c0_g1_i1,A8BQB4
TRINITY_DN31076_c0_g1_i7,Q8CFQ3
TRINITY_DN30749_c0_g1_i1,P53753
TRINITY_DN30605_c0_g1_i1,Q91V24
TRINITY_DN31054_c0_g1_i2,Q9P2E3
TRINITY_DN30706_c0_g1_i1,P27934
TRINITY_DN19538_c0_g1_i1,Q9ERK0
TRINITY_DN31660_c0_g1_i3,Q70LM4
TRINITY_DN6175_c0_g1_i1,Q42371
TRINITY_DN30526_c0_g1_i2,Q9C8Z4
TRINITY_DN29736_c0_g1_i1,Q9LKB9
TRINITY_DN29067_c0_g1_i3,Q9C0G6
TRINITY_DN7400_c0_g1_i1,Q9JLC8
TRINITY_DN26710_c0_g1_i1,P49951
TRINITY_DN22681_c0_g1_i2,Q8YDS2
TRINITY_DN25730_c0_g1_i1,P15398
TRINITY_DN29736_c0_g1_i4,Q9LKB9
TRINITY_DN1133_c0_g1_i1,Q14674
TRINITY_DN21293_c0_g1_i1,G5ECS8
TRINITY_DN26682_c0_g1_i1,Q28085
TRINITY_DN29679_c0_g1_i1,Q4IJ84
TRINITY_DN15202_c0_g1_i1,P07259
TRINITY_DN28564_c0_g1_i1,Q8WXX0
TRINITY_DN26685_c0_g1_i1,P35447
TRINITY_DN29883_c0_g1_i1,A0A1U8QTJ9
TRINITY_DN8922_c0_g1_i1,Q9C8G9
TRINITY_DN31227_c0_g1_i5,P40197
TRINITY_DN26425_c0_g1_i1,Q8H0T4
TRINITY_DN11824_c0_g1_i1,Q80W57
TRINITY_DN29067_c0_g1_i1,Q9C0G6
TRINITY_DN25700_c0_g1_i1,O15865
TRINITY_DN2537_c0_g1_i1,Q5BIW4
TRINITY_DN26247_c0_g1_i1,A2VEC9
TRINITY_DN19032_c0_g1_i1,Q8CFW7
TRINITY_DN28754_c0_g1_i1,F4I9Q5
TRINITY_DN24544_c0_g1_i1,Q9MBF8
TRINITY_DN26441_c0_g1_i1,Q63170
TRINITY_DN28513_c0_g1_i1,F1RBC8
TRINITY_DN30138_c0_g1_i2,Q5DU05
TRINITY_DN22526_c0_g1_i1,P27643
TRINITY_DN27672_c0_g1_i1,E9Q236
TRINITY_DN29104_c0_g1_i1,A2VEC9
TRINITY_DN24604_c0_g1_i1,Q9P7T8
TRINITY_DN24101_c0_g1_i1,G5ECS8
TRINITY_DN18512_c0_g1_i1,Q8BZ20
TRINITY_DN16459_c0_g1_i1,Q9EPU0
TRINITY_DN22715_c0_g1_i1,Q7PHR1
TRINITY_DN30977_c0_g1_i3,Q5EAR5
TRINITY_DN28086_c0_g1_i2,Q9P7T8
TRINITY_DN24567_c0_g1_i1,O93927
TRINITY_DN24662_c0_g1_i1,P70389
TRINITY_DN29074_c0_g1_i1,Q9UKX3
TRINITY_DN30083_c0_g1_i2,Q3UY96
TRINITY_DN31625_c0_g1_i1,Q8LPT9
TRINITY_DN25923_c0_g1_i1,Q9SMH3
TRINITY_DN29886_c0_g1_i1,B0XDC4
TRINITY_DN24107_c0_g1_i1,Q18990
TRINITY_DN23771_c0_g1_i1,Q9W770
TRINITY_DN30178_c0_g1_i2,A3KFU9
TRINITY_DN31625_c0_g1_i3,Q8LPT9
TRINITY_DN27397_c0_g1_i3,Q6R5J2
TRINITY_DN18727_c0_g1_i1,Q0WR59
TRINITY_DN27711_c0_g1_i1,B4XY99
TRINITY_DN23239_c0_g1_i1,P9WQE1
TRINITY_DN31026_c0_g1_i2,Q6ZFZ4
TRINITY_DN31625_c0_g1_i4,Q8LPT9
TRINITY_DN29902_c0_g1_i2,Q9TZC4
TRINITY_DN31640_c9_g1_i1,Q8TGM7
TRINITY_DN31064_c0_g1_i1,Q9LP24
TRINITY_DN31273_c0_g1_i1,Q0C7C4
TRINITY_DN63974_c0_g1_i1,P08183
TRINITY_DN24761_c0_g1_i1,Q6KC79
TRINITY_DN28285_c0_g1_i2,Q80SU7
TRINITY_DN29380_c0_g1_i2,P23799
TRINITY_DN25852_c0_g1_i2,O00418
TRINITY_DN31644_c0_g1_i2,P31421
TRINITY_DN31625_c0_g1_i2,Q8LPT9
TRINITY_DN50485_c0_g1_i1,W7K9M0
TRINITY_DN6093_c0_g1_i1,Q9EPU0
TRINITY_DN13085_c0_g1_i1,Q6PAV2
TRINITY_DN28302_c0_g1_i1,O82318
TRINITY_DN27699_c0_g1_i1,Q5QM84
TRINITY_DN26412_c0_g1_i3,G5ECS8
TRINITY_DN29938_c0_g1_i1,D0MYB4
TRINITY_DN23020_c0_g1_i2,Q5TYM7
TRINITY_DN26434_c0_g1_i1,B9U3F2
TRINITY_DN19679_c0_g1_i1,Q8T191
TRINITY_DN779_c0_g1_i1,Q6NZL8
TRINITY_DN6079_c0_g1_i1,Q56237
TRINITY_DN29463_c0_g1_i1,O59722
TRINITY_DN16364_c0_g1_i4,Q8MY12
TRINITY_DN28935_c0_g1_i2,Q5FYB0
TRINITY_DN28307_c0_g2_i3,Q5TB80
TRINITY_DN29545_c0_g1_i1,Q8R422
TRINITY_DN21450_c0_g1_i2,M9MSG8
TRINITY_DN30544_c0_g1_i5,A7XUJ6
TRINITY_DN31664_c1_g1_i2,O78516
TRINITY_DN25608_c0_g1_i1,D3YXG0
TRINITY_DN15825_c0_g1_i1,I1R9A9
TRINITY_DN26622_c0_g1_i1,Q96RW7
TRINITY_DN30941_c0_g1_i7,Q24JV9
TRINITY_DN29153_c0_g1_i1,O66114
TRINITY_DN16178_c0_g1_i1,Q14831
TRINITY_DN30309_c0_g1_i1,Q5SPC5
TRINITY_DN28061_c0_g1_i1,Q5R7G9
TRINITY_DN38873_c0_g1_i1,Q42093
TRINITY_DN23540_c0_g1_i1,Q9FLY5
TRINITY_DN29898_c1_g1_i1,Q7RTR2
TRINITY_DN30941_c0_g1_i5,Q24JV9
TRINITY_DN27482_c0_g1_i1,Q8IHY1
TRINITY_DN27478_c0_g2_i1,F4IN58
TRINITY_DN27521_c0_g1_i1,O30409
TRINITY_DN2688_c0_g1_i1,F4HXP9
TRINITY_DN4827_c0_g1_i1,Q6NZL8
TRINITY_DN55726_c0_g1_i1,Q42510
TRINITY_DN19030_c0_g1_i2,Q58A42
TRINITY_DN27728_c0_g1_i1,Q29116
TRINITY_DN30977_c0_g1_i1,Q5EAR5
TRINITY_DN30366_c0_g1_i1,A4IF62
TRINITY_DN15579_c0_g1_i2,Q9LX30
TRINITY_DN29414_c0_g1_i2,Q8MMZ8
TRINITY_DN1407_c0_g1_i1,Q1AS21
TRINITY_DN30908_c0_g1_i1,Q01401
TRINITY_DN15312_c0_g1_i1,Q27802
TRINITY_DN15333_c0_g1_i1,D4AZ24
TRINITY_DN29153_c0_g1_i2,O66114
TRINITY_DN13584_c0_g1_i1,O94296
TRINITY_DN21356_c0_g1_i1,Q96MR6
TRINITY_DN21735_c0_g1_i1,Q23F13
TRINITY_DN6108_c0_g1_i1,Q0VZ70
TRINITY_DN28444_c0_g1_i1,O13996
TRINITY_DN25857_c0_g1_i1,Q8W103
TRINITY_DN29074_c0_g1_i2,Q9UKX3
TRINITY_DN21300_c0_g1_i1,O75899
TRINITY_DN28696_c0_g1_i3,O30409
TRINITY_DN24404_c0_g1_i1,Q75JF3
TRINITY_DN29414_c0_g1_i1,Q8MMZ8
TRINITY_DN30553_c0_g1_i1,Q08972
TRINITY_DN16064_c0_g1_i1,Q96F81
TRINITY_DN16929_c0_g1_i1,Q6JAN1
TRINITY_DN29891_c0_g1_i1,Q55E58
TRINITY_DN30592_c0_g1_i1,Q9NGQ2
TRINITY_DN30367_c0_g1_i6,P0CI65
TRINITY_DN23111_c0_g1_i1,P31421
TRINITY_DN30642_c0_g1_i1,P26514
TRINITY_DN17036_c0_g1_i1,Q54EN4
TRINITY_DN19941_c0_g1_i1,B9KPP3
TRINITY_DN24712_c0_g1_i1,Q72GN6
TRINITY_DN18405_c0_g1_i1,Q550K8
TRINITY_DN31644_c0_g1_i1,P31421
TRINITY_DN24900_c0_g1_i1,Q9VBP3
TRINITY_DN31694_c0_g1_i2,Q54ET0
TRINITY_DN31616_c2_g1_i1,O15865
TRINITY_DN28175_c0_g1_i1,Q14204
TRINITY_DN22977_c0_g1_i1,F4ILR7
TRINITY_DN30542_c0_g1_i4,Q21432
TRINITY_DN29825_c0_g1_i5,B2RXR6
TRINITY_DN10009_c0_g1_i1,P98200
TRINITY_DN27608_c0_g1_i2,P41234
TRINITY_DN30468_c0_g1_i2,Q0J9V3
TRINITY_DN26421_c0_g1_i1,A3KMI0
TRINITY_DN30932_c0_g1_i2,Q9LKB9
TRINITY_DN8409_c0_g1_i1,O75064
TRINITY_DN10851_c0_g1_i1,P08133
TRINITY_DN28747_c0_g2_i1,F1MT22
TRINITY_DN27877_c0_g1_i2,Q9TSZ3
TRINITY_DN30532_c0_g1_i3,Q4V8U5
TRINITY_DN4193_c0_g1_i1,Q09764
TRINITY_DN15563_c0_g1_i2,B4F6W9
TRINITY_DN24812_c0_g1_i1,Q86WI3
TRINITY_DN29542_c0_g1_i1,B0R4J2
TRINITY_DN23034_c0_g1_i1,Q4LDE5
TRINITY_DN41621_c0_g1_i1,Q9FLQ7
TRINITY_DN29542_c0_g1_i2,B0R4J2
TRINITY_DN29825_c0_g1_i4,B2RXR6
TRINITY_DN30578_c0_g1_i1,P39069
TRINITY_DN31675_c0_g1_i3,Q5ZIJ9
TRINITY_DN27815_c0_g1_i1,A2AVA0
TRINITY_DN7257_c0_g1_i1,Q7TXK5
TRINITY_DN17332_c0_g1_i2,Q7RQ71
TRINITY_DN11889_c0_g1_i1,Q58A42
TRINITY_DN28991_c0_g1_i1,O34627
TRINITY_DN27478_c0_g2_i2,F4IN58
TRINITY_DN36551_c0_g1_i1,Q9FNB0
TRINITY_DN27877_c0_g1_i1,Q9TSZ3
TRINITY_DN27397_c0_g1_i1,Q6R5J2
TRINITY_DN41687_c0_g1_i1,Q8BTN6
TRINITY_DN19356_c0_g1_i1,Q55DR6
TRINITY_DN24747_c0_g1_i1,Q0VAA2
TRINITY_DN26196_c0_g1_i3,Q9EPU0
TRINITY_DN28231_c0_g1_i2,Q9UPV0
TRINITY_DN28332_c0_g1_i1,A0JM56
TRINITY_DN28702_c0_g1_i1,Q8YQD8
TRINITY_DN29380_c0_g1_i3,P23799
TRINITY_DN29856_c0_g1_i1,O14072
TRINITY_DN30339_c0_g1_i2,D3YXG0
TRINITY_DN24546_c0_g1_i1,Q9P2D7
TRINITY_DN30542_c0_g1_i1,Q21432
TRINITY_DN28168_c0_g1_i2,G0S7B6
TRINITY_DN19640_c0_g1_i1,Q68EF4
TRINITY_DN31076_c0_g1_i1,Q8CFQ3
TRINITY_DN30029_c0_g1_i1,P30182
TRINITY_DN30134_c0_g1_i1,Q12955
TRINITY_DN26249_c0_g1_i1,Q99104
TRINITY_DN2095_c0_g1_i1,Q9M0E5
TRINITY_DN19844_c0_g1_i1,A3KFU9
TRINITY_DN29076_c0_g1_i2,P98200
TRINITY_DN24050_c0_g1_i1,Q9M3G7
TRINITY_DN30094_c0_g1_i1,G3UZ78
TRINITY_DN28606_c0_g1_i1,Q9P2N4
TRINITY_DN29114_c0_g1_i1,P19485
TRINITY_DN4896_c0_g1_i1,Q8NI27
TRINITY_DN29114_c0_g1_i2,P19485
TRINITY_DN26738_c0_g1_i1,A6H8T7
TRINITY_DN26598_c0_g2_i1,P94459
TRINITY_DN14349_c0_g1_i1,P22105
TRINITY_DN24576_c0_g1_i2,P53978
TRINITY_DN28357_c0_g1_i1,A0JP85
TRINITY_DN25014_c0_g1_i1,P46530
TRINITY_DN29375_c0_g1_i3,F4JTS8
TRINITY_DN18687_c0_g1_i1,Q601X8
TRINITY_DN25882_c0_g1_i1,B0XDC4
TRINITY_DN24747_c0_g1_i2,Q0VAA2
TRINITY_DN24391_c0_g1_i1,Q8TE73
TRINITY_DN30365_c0_g1_i3,P46822
TRINITY_DN29927_c0_g1_i1,D3YXG0
TRINITY_DN17716_c0_g1_i1,Q8H1Z0
TRINITY_DN29328_c0_g1_i1,P90747
TRINITY_DN29232_c0_g1_i1,Q80YE7
TRINITY_DN31040_c0_g2_i1,Q1ZXK2
TRINITY_DN29905_c0_g1_i1,P31320
TRINITY_DN45683_c0_g1_i1,Q01063
TRINITY_DN27689_c0_g1_i2,O04059
TRINITY_DN25597_c0_g1_i1,Q9CTG6
TRINITY_DN26187_c0_g1_i1,Q95167
TRINITY_DN29441_c0_g1_i3,O74855
TRINITY_DN24603_c0_g1_i2,P04072
TRINITY_DN15027_c0_g1_i1,Q8N3P4
TRINITY_DN17539_c0_g1_i1,Q96RW7
TRINITY_DN24539_c0_g1_i1,Q6AUV1
TRINITY_DN28815_c0_g1_i1,Q28BK1
TRINITY_DN19614_c0_g1_i1,O35723
TRINITY_DN31631_c0_g1_i5,Q01484
TRINITY_DN27803_c0_g1_i1,Q42093
TRINITY_DN31576_c0_g1_i5,Q80X72
TRINITY_DN28506_c0_g1_i1,P08117
TRINITY_DN30270_c0_g1_i2,Q54VF1
TRINITY_DN8754_c0_g1_i1,Q9NQT8
TRINITY_DN30518_c0_g1_i4,Q8YA32
TRINITY_DN11029_c0_g1_i1,Q69TY5
TRINITY_DN36665_c0_g1_i1,P94593
TRINITY_DN24942_c0_g1_i1,Q93Y08
TRINITY_DN28521_c0_g1_i1,P30182
TRINITY_DN26677_c0_g1_i1,Q8NEZ3
TRINITY_DN29429_c0_g1_i1,Q54P92
TRINITY_DN29306_c0_g1_i4,Q6T486
TRINITY_DN30544_c0_g1_i9,A7XUJ6
TRINITY_DN55653_c0_g1_i1,O08336
TRINITY_DN27287_c0_g1_i2,Q6BZG7
TRINITY_DN14264_c0_g1_i1,A1JHR5
TRINITY_DN30518_c0_g1_i7,Q8YA32
TRINITY_DN26862_c0_g1_i1,P38149
TRINITY_DN29663_c0_g1_i1,E9PY46
TRINITY_DN27275_c0_g1_i1,Q3U0V1
TRINITY_DN28024_c0_g1_i1,P86243
TRINITY_DN28919_c0_g1_i1,Q7M3S9
TRINITY_DN28366_c0_g1_i1,P09884
TRINITY_DN28340_c0_g1_i1,O83553
TRINITY_DN31576_c0_g1_i4,Q80X72
TRINITY_DN4849_c0_g1_i1,Q8WZ42
TRINITY_DN21998_c0_g1_i2,Q99758
TRINITY_DN16187_c0_g1_i1,Q19V98
TRINITY_DN2547_c0_g1_i1,Q5F364
TRINITY_DN28243_c0_g1_i3,Q9D180
TRINITY_DN29899_c0_g1_i3,P97789
TRINITY_DN26110_c0_g1_i2,Q54YG8
TRINITY_DN25282_c0_g1_i1,O75899
TRINITY_DN30145_c0_g1_i1,Q84WU2
TRINITY_DN29926_c0_g1_i1,Q45670
TRINITY_DN24646_c0_g1_i1,Q8BHK9
TRINITY_DN16957_c0_g1_i1,Q12767
TRINITY_DN11297_c0_g1_i1,E2JA29
TRINITY_DN31527_c0_g1_i1,Q6ZFZ4
TRINITY_DN28732_c0_g1_i2,Q08601
TRINITY_DN22452_c0_g1_i1,P19485
TRINITY_DN21390_c0_g1_i1,Q9LKB9
TRINITY_DN27244_c0_g1_i3,Q58A42
TRINITY_DN25445_c0_g1_i3,Q6I5Y0
TRINITY_DN30327_c0_g1_i3,Q0V869
TRINITY_DN30082_c0_g1_i1,Q42093
TRINITY_DN26663_c0_g1_i3,P21448
TRINITY_DN29429_c0_g1_i2,Q54P92
TRINITY_DN23009_c0_g1_i1,Q9SL02
TRINITY_DN28822_c0_g1_i1,Q9H1H9
TRINITY_DN30311_c0_g1_i4,Q8RVL2
TRINITY_DN23801_c0_g1_i1,P39847
TRINITY_DN28721_c0_g1_i1,Q08972
TRINITY_DN31612_c0_g2_i7,P11029
TRINITY_DN22817_c0_g1_i2,Q9FJR0
TRINITY_DN25759_c0_g1_i1,O18866
TRINITY_DN29419_c0_g1_i1,Q54I71
TRINITY_DN19696_c0_g1_i1,Q8CFW1
TRINITY_DN30199_c0_g1_i1,O50314
TRINITY_DN27065_c0_g1_i3,Q6DJN2
TRINITY_DN21816_c0_g1_i1,Q6PAV2
TRINITY_DN4964_c0_g1_i2,Q54JR2
TRINITY_DN36768_c0_g1_i1,Q9M8D3
TRINITY_DN12290_c0_g1_i1,Q12697
TRINITY_DN4492_c0_g1_i1,P96202
TRINITY_DN31015_c0_g1_i7,Q06967
TRINITY_DN9999_c0_g1_i1,Q8QZV1
TRINITY_DN16098_c0_g1_i1,Q7ZVK3
TRINITY_DN24631_c0_g1_i1,O74431
TRINITY_DN15570_c0_g1_i1,O60055
TRINITY_DN52627_c0_g1_i1,Q54P00
TRINITY_DN26125_c0_g1_i1,P87053
TRINITY_DN1929_c0_g1_i1,Q9MAG3
TRINITY_DN26502_c0_g1_i1,Q9FN03
TRINITY_DN31093_c0_g2_i1,O70472
TRINITY_DN28599_c0_g1_i1,O35379
TRINITY_DN31705_c0_g1_i1,Q5JH51
TRINITY_DN25266_c0_g1_i2,Q9C9K3
TRINITY_DN20645_c0_g1_i1,Q94FB9
TRINITY_DN26812_c0_g1_i1,P27164
TRINITY_DN31295_c1_g1_i1,O93937
TRINITY_DN30186_c0_g1_i2,P18294
TRINITY_DN29358_c0_g1_i1,O93927
TRINITY_DN20974_c0_g1_i1,O74477
TRINITY_DN27436_c0_g1_i1,Q7Z4L5
TRINITY_DN28627_c0_g1_i1,Q63170
TRINITY_DN29199_c0_g1_i1,O74431
TRINITY_DN31566_c0_g1_i3,Q8Q0U0
TRINITY_DN26229_c0_g1_i1,Q86WI1
TRINITY_DN22611_c0_g1_i2,Q8C753
TRINITY_DN31015_c0_g1_i8,Q06967
TRINITY_DN5127_c0_g1_i1,Q9FJL0
TRINITY_DN31653_c1_g1_i4,Q4LDE5
TRINITY_DN29393_c0_g1_i1,P9WQE6
TRINITY_DN29535_c0_g1_i1,P73577
TRINITY_DN23080_c0_g1_i2,Q0KL00
TRINITY_DN21399_c0_g1_i1,Q84WU2
TRINITY_DN27154_c0_g1_i2,Q505D1
TRINITY_DN19296_c0_g1_i1,P08183
TRINITY_DN14895_c0_g1_i1,Q7XWP1
TRINITY_DN31653_c1_g1_i3,Q4LDE5
TRINITY_DN25618_c0_g1_i2,Q75HP9
TRINITY_DN31430_c1_g1_i5,Q54FB7
TRINITY_DN55614_c0_g1_i1,Q8CG09
TRINITY_DN28207_c0_g1_i1,Q5ZJP5
TRINITY_DN22447_c0_g1_i1,Q9C0X8
TRINITY_DN27969_c0_g1_i1,Q17320
TRINITY_DN27826_c0_g1_i1,Q63120
TRINITY_DN5710_c0_g1_i1,P08183
TRINITY_DN23573_c0_g1_i1,Q5R614
TRINITY_DN31653_c1_g1_i6,Q4LDE5
TRINITY_DN23367_c0_g1_i2,Q23551
TRINITY_DN26658_c0_g1_i1,Q12756
