Contig,Entry
TRINITY_DN113481_c0_g1_i1,Q75H77
TRINITY_DN113798_c0_g1_i1,P32770
TRINITY_DN113853_c0_g1_i1,P50429
TRINITY_DN113886_c0_g1_i1,P0C6B8
TRINITY_DN114000_c0_g1_i1,Q9SXD8
TRINITY_DN114020_c0_g1_i1,Q8L5Z7
TRINITY_DN114021_c0_g1_i1,P49015
TRINITY_DN11408_c0_g1_i1,Q7RZS0
TRINITY_DN11411_c0_g1_i1,Q9SIC9
TRINITY_DN114321_c0_g1_i1,Q80TA1
TRINITY_DN114436_c0_g1_i1,O82221
TRINITY_DN114450_c0_g1_i2,P97770
TRINITY_DN114562_c0_g1_i1,Q852L0
TRINITY_DN11458_c0_g1_i1,P36841
TRINITY_DN114640_c0_g1_i2,P56859
TRINITY_DN114650_c0_g1_i1,P11498
TRINITY_DN114657_c0_g1_i1,Q00808
TRINITY_DN114663_c0_g1_i1,Q9UUE1
TRINITY_DN114710_c0_g1_i2,Q9LQ15
TRINITY_DN114817_c0_g1_i1,Q8S397
TRINITY_DN114818_c0_g1_i1,A7SDW5
TRINITY_DN114925_c0_g1_i1,Q9P215
TRINITY_DN115204_c0_g1_i1,P73795
TRINITY_DN115340_c0_g1_i1,P08442
TRINITY_DN115342_c0_g1_i2,P51644
TRINITY_DN115349_c0_g1_i1,P18834
TRINITY_DN115449_c0_g1_i1,P93107
TRINITY_DN115472_c0_g2_i1,B0S6T2
TRINITY_DN115504_c0_g1_i1,Q6ZWB6
TRINITY_DN115521_c0_g1_i2,Q96MD2
TRINITY_DN115628_c0_g1_i1,Q8VEH6
TRINITY_DN115685_c0_g1_i1,Q3ECK2
TRINITY_DN115860_c0_g1_i1,Q28IL6
TRINITY_DN115887_c0_g2_i1,Q82WZ5
TRINITY_DN115904_c0_g1_i2,Q8C0K5
TRINITY_DN115954_c0_g2_i1,Q9S4D5
TRINITY_DN116020_c0_g1_i2,Q90YS3
TRINITY_DN116055_c0_g1_i1,Q4KM32
TRINITY_DN116127_c0_g1_i1,P83335
TRINITY_DN116155_c0_g1_i1,Q6R2W3
TRINITY_DN116261_c0_g1_i2,Q5ZLV4
TRINITY_DN116400_c0_g1_i1,P16892
TRINITY_DN116430_c0_g1_i2,Q9SIC9
TRINITY_DN116506_c0_g1_i1,P0C7Q7
TRINITY_DN116560_c0_g1_i1,Q28057
TRINITY_DN116617_c0_g1_i1,Q9VW71
TRINITY_DN116650_c1_g1_i1,P14963
TRINITY_DN116687_c0_g1_i2,P53804
TRINITY_DN116915_c0_g1_i1,Q8LDR3
TRINITY_DN116955_c0_g1_i1,Q20065
TRINITY_DN116961_c0_g1_i1,F1R332
TRINITY_DN116988_c0_g1_i1,Q9XGR4
TRINITY_DN117035_c1_g1_i1,Q54DW2
TRINITY_DN117083_c0_g1_i1,O65001
TRINITY_DN117109_c0_g1_i2,A7MLL8
TRINITY_DN117112_c0_g1_i1,Q84J46
TRINITY_DN117172_c0_g2_i1,Q54CS6
TRINITY_DN117183_c0_g1_i1,Q08DV6
TRINITY_DN117208_c0_g1_i1,Q8BUZ3
TRINITY_DN117266_c0_g1_i1,A4FV98
TRINITY_DN117271_c0_g1_i1,A4IG53
TRINITY_DN117272_c0_g1_i1,Q503G8
TRINITY_DN117274_c0_g1_i1,Q5B5P1
TRINITY_DN117288_c0_g2_i1,O14134
TRINITY_DN117318_c0_g1_i1,P60905
TRINITY_DN117326_c0_g1_i1,P35159
TRINITY_DN117349_c0_g1_i1,P46293
TRINITY_DN117354_c0_g1_i1,Q91UZ4
TRINITY_DN117446_c0_g1_i1,P19199
TRINITY_DN117474_c0_g1_i1,Q5BLD8
TRINITY_DN117583_c0_g1_i1,P0CD89
TRINITY_DN117633_c0_g1_i1,P20693
TRINITY_DN117651_c0_g1_i1,F4JY37
TRINITY_DN117676_c0_g1_i1,P33628
TRINITY_DN117779_c0_g1_i1,Q96PZ0
TRINITY_DN117860_c0_g1_i1,Q6ZFZ4
TRINITY_DN117894_c0_g1_i1,P74334
TRINITY_DN117923_c1_g1_i1,P46248
TRINITY_DN118094_c0_g1_i1,Q9ZHQ4
TRINITY_DN118106_c0_g1_i1,Q91VR5
TRINITY_DN118178_c0_g1_i1,Q9FLL3
TRINITY_DN118208_c0_g1_i1,P34117
TRINITY_DN118211_c0_g1_i2,O54838
TRINITY_DN118259_c0_g1_i1,P27521
TRINITY_DN118331_c0_g1_i1,Q3EDF8
TRINITY_DN118376_c0_g1_i1,P36241
TRINITY_DN118391_c0_g1_i1,Q9SIC9
TRINITY_DN118393_c0_g1_i1,Q7LHG5
TRINITY_DN118477_c0_g1_i1,Q941D6
TRINITY_DN118514_c0_g1_i1,Q9ZNY3
TRINITY_DN118514_c1_g1_i1,Q9ZNY3
TRINITY_DN118607_c0_g1_i2,Q6DFA8
TRINITY_DN118613_c0_g1_i2,Q9LHE5
TRINITY_DN118618_c0_g1_i1,A6NDY0
TRINITY_DN118769_c0_g1_i2,P41001
TRINITY_DN118900_c0_g1_i1,Q10101
TRINITY_DN118901_c0_g1_i2,Q5UPD4
TRINITY_DN118937_c0_g1_i1,P38129
TRINITY_DN119048_c0_g1_i1,Q86WI1
TRINITY_DN119091_c0_g1_i1,Q9M8Y0
TRINITY_DN119129_c0_g1_i1,P43295
TRINITY_DN119136_c0_g1_i1,Q86WI1
TRINITY_DN119178_c0_g1_i2,P0DKK7
TRINITY_DN119220_c0_g1_i1,O49923
TRINITY_DN119231_c0_g1_i1,F4KDN0
TRINITY_DN119235_c0_g1_i1,Q6NQL6
TRINITY_DN119243_c0_g1_i1,Q94CI6
TRINITY_DN119298_c0_g1_i1,Q94502
TRINITY_DN119311_c0_g1_i1,A7KAK6
TRINITY_DN119337_c0_g1_i1,Q6DJF8
TRINITY_DN119387_c1_g1_i1,Q8T7E0
TRINITY_DN119416_c0_g1_i1,P16581
TRINITY_DN119418_c0_g2_i1,Q00223
TRINITY_DN119485_c0_g1_i1,Q1RMG8
TRINITY_DN119500_c0_g1_i1,Q8N0N3
TRINITY_DN119684_c0_g1_i1,Q8RWS8
TRINITY_DN119686_c0_g1_i1,Q9LSQ2
TRINITY_DN119751_c0_g1_i1,Q9SIC9
TRINITY_DN119857_c0_g1_i1,Q9H2K2
TRINITY_DN119909_c0_g1_i1,P08096
TRINITY_DN119925_c0_g2_i1,Q27052
TRINITY_DN119991_c0_g1_i1,Q6ZMN7
TRINITY_DN120051_c1_g1_i1,Q66PY1
TRINITY_DN120052_c0_g1_i1,Q6TEN6
TRINITY_DN120155_c0_g1_i2,Q9BM99
TRINITY_DN120212_c0_g1_i2,Q54H45
TRINITY_DN120285_c0_g1_i1,Q48MF3
TRINITY_DN120310_c0_g1_i1,Q5ZIN1
TRINITY_DN120375_c0_g1_i1,Q8ISN9
TRINITY_DN120465_c0_g1_i1,Q08069
TRINITY_DN120506_c0_g1_i1,Q8T1C6
TRINITY_DN120507_c0_g1_i1,P02578
TRINITY_DN120542_c0_g1_i2,Q2HU68
TRINITY_DN120552_c0_g1_i1,Q5E9Y0
TRINITY_DN120609_c0_g1_i2,P16389
TRINITY_DN120636_c0_g1_i1,Q568W0
TRINITY_DN120733_c0_g1_i1,P10768
TRINITY_DN120752_c0_g1_i1,Q68XI3
TRINITY_DN120779_c0_g1_i1,Q9SIC9
TRINITY_DN120811_c0_g1_i1,Q9SJF3
TRINITY_DN120926_c0_g1_i2,O60290
TRINITY_DN121079_c0_g1_i1,Q4R6V2
TRINITY_DN121164_c0_g2_i1,A8Y1P7
TRINITY_DN121238_c0_g1_i1,Q9SIC9
TRINITY_DN121401_c0_g1_i1,P49153
TRINITY_DN121470_c0_g1_i1,Q8LFH7
TRINITY_DN121471_c0_g2_i1,Q5VV43
TRINITY_DN121652_c0_g1_i1,A0QV10
TRINITY_DN121654_c0_g1_i1,Q01449
TRINITY_DN121758_c0_g1_i1,P36406
TRINITY_DN121887_c0_g1_i1,Q9ET55
TRINITY_DN121889_c0_g1_i1,P15828
TRINITY_DN122012_c0_g1_i1,Q8C8R3
TRINITY_DN122020_c0_g1_i1,Q9Y4Z0
TRINITY_DN122048_c0_g1_i1,K9NVA6
TRINITY_DN122053_c0_g1_i1,Q8BZZ3
TRINITY_DN122204_c0_g1_i1,Q8L796
TRINITY_DN122311_c0_g1_i1,Q8BMF4
TRINITY_DN122363_c0_g1_i1,P15710
TRINITY_DN122414_c0_g1_i1,P13297
TRINITY_DN122428_c0_g1_i1,B2RY04
TRINITY_DN122453_c0_g1_i1,Q6X9Z5
TRINITY_DN122506_c0_g1_i1,Q01372
TRINITY_DN122511_c0_g1_i1,Q9USW1
TRINITY_DN122532_c0_g1_i2,Q822R1
TRINITY_DN122533_c0_g1_i1,Q9FXA4
TRINITY_DN122547_c0_g1_i2,Q5K2C1
TRINITY_DN122553_c0_g1_i1,Q9S714
TRINITY_DN12255_c0_g1_i1,Q5FWN8
TRINITY_DN122593_c0_g1_i1,Q9ZUN4
TRINITY_DN122594_c0_g1_i2,Q9LYZ9
TRINITY_DN122609_c0_g1_i1,Q6Z7K5
TRINITY_DN122625_c0_g1_i1,O13871
TRINITY_DN122633_c0_g1_i1,P42649
TRINITY_DN122646_c0_g1_i3,Q9S7N7
TRINITY_DN122680_c0_g1_i1,Q12955
TRINITY_DN122784_c0_g1_i2,Q7XR46
TRINITY_DN122786_c0_g1_i1,O27352
TRINITY_DN122861_c0_g1_i1,Q1KL86
TRINITY_DN122862_c0_g1_i1,P35038
TRINITY_DN122889_c0_g1_i1,E1C3U7
TRINITY_DN122901_c0_g1_i1,Q6ER94
TRINITY_DN123186_c0_g1_i1,P27643
TRINITY_DN123202_c0_g1_i1,Q5TKD8
TRINITY_DN123218_c0_g1_i1,Q9Y5Z4
TRINITY_DN123275_c0_g1_i1,Q7LHG5
TRINITY_DN123413_c0_g1_i1,Q9LF68
TRINITY_DN123458_c0_g1_i3,Q9H4G4
TRINITY_DN123522_c1_g1_i1,Q69TY5
TRINITY_DN123557_c0_g1_i1,Q6Z1C0
TRINITY_DN123574_c0_g1_i1,Q3EDF8
TRINITY_DN123588_c0_g1_i2,O74467
TRINITY_DN123624_c0_g1_i2,A0A1U8QTJ9
TRINITY_DN123638_c0_g1_i1,P53454
TRINITY_DN123657_c0_g1_i1,Q655R6
TRINITY_DN123702_c0_g1_i2,Q3ECK2
TRINITY_DN123704_c0_g1_i1,F1Q7H8
TRINITY_DN12372_c0_g1_i1,Q9SHK2
TRINITY_DN123759_c0_g1_i1,Q9NP97
TRINITY_DN123826_c0_g1_i1,Q940H6
TRINITY_DN123845_c0_g1_i1,P15512
TRINITY_DN124063_c0_g1_i1,P21328
TRINITY_DN124099_c0_g1_i1,Q4G0X9
TRINITY_DN124106_c0_g1_i1,B3EWZ5
TRINITY_DN124140_c0_g1_i1,O31827
TRINITY_DN124188_c0_g2_i1,P11426
TRINITY_DN124234_c0_g1_i1,A0A166YZY4
TRINITY_DN124278_c0_g1_i1,Q4DJ07
TRINITY_DN124456_c0_g1_i1,Q66PY1
TRINITY_DN124485_c1_g1_i1,Q8RWS8
TRINITY_DN124545_c0_g1_i1,Q8RXR2
TRINITY_DN124572_c0_g1_i1,P52894
TRINITY_DN124583_c0_g1_i1,E9PYK3
TRINITY_DN12458_c0_g1_i1,Q94BQ2
TRINITY_DN124637_c0_g1_i1,Q9NJU9
TRINITY_DN124687_c0_g1_i2,Q6PBV4
TRINITY_DN124700_c0_g1_i1,Q6L9W6
TRINITY_DN124833_c0_g1_i2,Q3URR7
TRINITY_DN124848_c0_g1_i1,F4JTP5
TRINITY_DN124851_c0_g1_i1,Q9H2C0
TRINITY_DN124958_c0_g1_i1,O15726
TRINITY_DN124981_c0_g1_i1,P07338
TRINITY_DN12510_c0_g1_i1,O22558
TRINITY_DN125185_c0_g1_i1,Q60HD0
TRINITY_DN125223_c0_g1_i2,Q8LDB8
TRINITY_DN125414_c3_g1_i1,O00410
TRINITY_DN125418_c0_g1_i2,P45456
TRINITY_DN12542_c0_g1_i1,O15865
TRINITY_DN125506_c0_g1_i1,Q9QXJ4
TRINITY_DN125532_c0_g1_i1,Q588Y6
TRINITY_DN125555_c0_g1_i1,D3Z4S3
TRINITY_DN125558_c0_g1_i1,Q8L765
TRINITY_DN125647_c0_g1_i2,O95714
TRINITY_DN125689_c0_g1_i1,A5FZ18
TRINITY_DN125697_c0_g1_i1,Q92900
TRINITY_DN125740_c1_g1_i1,Q80X72
TRINITY_DN125801_c0_g1_i1,Q9M9E8
TRINITY_DN125925_c0_g1_i1,Q55FK2
TRINITY_DN126010_c0_g1_i1,D3ZFD0
TRINITY_DN126069_c0_g1_i1,Q9FVX1
TRINITY_DN126212_c0_g1_i1,B1J3Q4
TRINITY_DN12711_c0_g1_i1,P14381
TRINITY_DN127177_c0_g1_i1,Q8RWS8
TRINITY_DN127441_c0_g1_i2,Q9S7E9
TRINITY_DN127570_c0_g1_i1,O35737
TRINITY_DN127820_c0_g1_i3,D4AJR9
TRINITY_DN127835_c1_g1_i1,A6H584
TRINITY_DN127874_c0_g1_i1,Q12955
TRINITY_DN127972_c0_g1_i1,P80057
TRINITY_DN128757_c0_g1_i3,Q9SA18
TRINITY_DN128761_c0_g1_i1,Q56Y85
TRINITY_DN128827_c0_g1_i1,P35546
TRINITY_DN12882_c0_g1_i1,Q2YGT9
TRINITY_DN128913_c1_g1_i1,Q9SIC9
TRINITY_DN128990_c0_g1_i1,Q9STX5
TRINITY_DN129136_c0_g1_i2,P37967
TRINITY_DN129235_c0_g1_i1,Q9YH26
TRINITY_DN129248_c0_g1_i1,Q1QBB9
TRINITY_DN129252_c0_g1_i1,Q0J5V5
TRINITY_DN129348_c0_g1_i1,Q6FXR8
TRINITY_DN129551_c0_g1_i1,Q9LFQ4
TRINITY_DN12961_c0_g1_i1,Q9W138
TRINITY_DN129764_c0_g1_i2,Q10710
TRINITY_DN129798_c0_g1_i1,P0CI65
TRINITY_DN129888_c0_g1_i1,Q54F46
TRINITY_DN129922_c0_g1_i2,Q8RWS8
TRINITY_DN129993_c0_g1_i1,Q9ZCN4
TRINITY_DN130316_c0_g1_i1,Q8VHN7
TRINITY_DN130365_c0_g1_i2,P47972
TRINITY_DN130412_c1_g1_i1,Q99K70
TRINITY_DN130419_c0_g1_i2,Q59WF4
TRINITY_DN130700_c0_g1_i1,A6H639
TRINITY_DN130826_c0_g1_i1,Q14517
TRINITY_DN131502_c0_g2_i1,P49030
TRINITY_DN131811_c0_g1_i1,P31777
TRINITY_DN131874_c0_g1_i1,O96827
TRINITY_DN13234_c0_g1_i1,Q9XGR4
TRINITY_DN132429_c0_g1_i1,A8I5F1
TRINITY_DN132461_c0_g1_i1,Q0WU02
TRINITY_DN132492_c0_g1_i1,B9FAF3
TRINITY_DN132645_c0_g1_i1,Q54F46
TRINITY_DN132649_c0_g1_i2,P70032
TRINITY_DN132677_c0_g1_i1,Q84J46
TRINITY_DN132778_c0_g1_i2,Q792Q4
TRINITY_DN13293_c0_g1_i1,Q20681
TRINITY_DN13299_c0_g1_i2,P43233
TRINITY_DN133005_c0_g1_i1,P36889
TRINITY_DN13300_c0_g1_i1,P34618
TRINITY_DN133046_c0_g1_i2,Q55BA0
TRINITY_DN133047_c0_g1_i2,Q8RWS8
TRINITY_DN133077_c0_g1_i1,Q8T126
TRINITY_DN133154_c0_g1_i1,Q8GWT4
TRINITY_DN133273_c0_g1_i1,Q75NA5
TRINITY_DN133292_c0_g1_i1,Q9C5G0
TRINITY_DN133312_c0_g1_i1,Q9XFH9
TRINITY_DN133473_c0_g1_i1,Q99PV0
TRINITY_DN133504_c0_g1_i2,Q8WXX5
TRINITY_DN133580_c0_g1_i1,Q8I7P9
TRINITY_DN133586_c0_g1_i1,Q8K375
TRINITY_DN133593_c0_g1_i1,Q7XJ53
TRINITY_DN133830_c0_g1_i1,P47973
TRINITY_DN133835_c0_g1_i1,Q8CHN6
TRINITY_DN133836_c0_g1_i1,Q07017
TRINITY_DN133927_c0_g1_i1,O61463
TRINITY_DN13423_c0_g1_i2,P02553
TRINITY_DN134477_c0_g1_i1,Q57251
TRINITY_DN134499_c0_g1_i1,Q9JJ59
TRINITY_DN134514_c0_g2_i1,O82117
TRINITY_DN134564_c0_g1_i2,P12863
TRINITY_DN134591_c0_g2_i1,Q9FMD3
TRINITY_DN134697_c0_g1_i1,Q9M5P2
TRINITY_DN134734_c0_g1_i1,Q2KJ63
TRINITY_DN134972_c0_g1_i1,P37167
TRINITY_DN135020_c0_g1_i1,Q05793
TRINITY_DN135175_c0_g1_i1,P07839
TRINITY_DN135468_c0_g1_i1,Q54FE6
TRINITY_DN135472_c0_g1_i1,O15865
TRINITY_DN135548_c0_g1_i2,Q9SIC9
TRINITY_DN135799_c0_g1_i1,O74738
TRINITY_DN135872_c0_g1_i1,Q9SDM1
TRINITY_DN136005_c0_g1_i1,Q52I78
TRINITY_DN136060_c0_g2_i1,P69150
TRINITY_DN136401_c0_g1_i1,P07237
TRINITY_DN136851_c0_g1_i1,P45369
TRINITY_DN13708_c0_g1_i1,Q9QXE5
TRINITY_DN137178_c0_g1_i1,Q9FG65
TRINITY_DN137260_c1_g1_i1,Q93XM7
TRINITY_DN137299_c0_g2_i1,Q5E9T7
TRINITY_DN137461_c0_g1_i2,Q09575
TRINITY_DN137611_c0_g1_i1,C5CGI1
TRINITY_DN137701_c0_g1_i1,Q5UR85
TRINITY_DN137833_c0_g1_i2,Q9V463
TRINITY_DN137845_c0_g1_i1,P98198
TRINITY_DN137857_c0_g1_i1,O75096
TRINITY_DN137906_c0_g1_i1,Q338P8
TRINITY_DN138052_c0_g1_i1,Q64121
TRINITY_DN138157_c0_g1_i1,P23403
TRINITY_DN138303_c0_g1_i2,Q8RWS8
TRINITY_DN138339_c0_g1_i1,P37198
TRINITY_DN138349_c0_g1_i1,Q94AR8
TRINITY_DN138437_c0_g1_i2,P27932
TRINITY_DN138449_c0_g1_i1,O74959
TRINITY_DN138479_c0_g2_i1,P15710
TRINITY_DN138489_c0_g1_i1,Q9LUQ6
TRINITY_DN138499_c0_g1_i2,Q9C8T7
TRINITY_DN138518_c0_g1_i2,P53322
TRINITY_DN138731_c0_g1_i1,Q96W55
TRINITY_DN138872_c0_g1_i1,Q9SX29
TRINITY_DN138952_c0_g1_i1,B3EWZ3
TRINITY_DN139003_c0_g1_i1,Q9P4R4
TRINITY_DN139043_c0_g1_i1,P48629
TRINITY_DN139094_c0_g1_i1,Q9CUU3
TRINITY_DN13910_c0_g1_i1,Q9VKD3
TRINITY_DN13913_c0_g1_i1,P12263
TRINITY_DN1391_c0_g1_i2,Q869L4
TRINITY_DN139240_c0_g1_i1,Q9SAI2
TRINITY_DN139278_c0_g1_i1,Q6PDJ1
TRINITY_DN139279_c0_g1_i1,Q19269
TRINITY_DN139294_c0_g1_i1,Q54QI2
TRINITY_DN139305_c0_g1_i1,Q8BYK4
TRINITY_DN139323_c0_g1_i1,Q0V8T8
TRINITY_DN139326_c0_g1_i1,Q9FH82
TRINITY_DN139353_c0_g1_i1,Q8LJU5
TRINITY_DN139366_c0_g1_i1,Q9U3U0
TRINITY_DN139462_c0_g1_i1,P16157
TRINITY_DN139465_c0_g1_i1,F6H7K5
TRINITY_DN139697_c0_g1_i1,D3ZHA0
TRINITY_DN139709_c0_g1_i1,Q3UHK3
TRINITY_DN139714_c0_g1_i1,Q9SIC9
TRINITY_DN139794_c0_g1_i1,P72854
TRINITY_DN139807_c0_g1_i1,Q9NRZ5
TRINITY_DN139903_c0_g1_i1,Q5EAB6
TRINITY_DN139907_c1_g1_i1,Q9ZUE9
TRINITY_DN139919_c0_g1_i1,P35072
TRINITY_DN139942_c0_g1_i1,Q8QGW7
TRINITY_DN139949_c0_g1_i1,Q9LBW5
TRINITY_DN139973_c0_g1_i1,C5MK33
TRINITY_DN139984_c0_g1_i1,Q63507
TRINITY_DN139991_c0_g1_i1,P36841
TRINITY_DN140030_c0_g1_i1,Q8BU30
TRINITY_DN140045_c0_g1_i1,Q0WQK2
TRINITY_DN140075_c0_g1_i4,Q8QZV1
TRINITY_DN140088_c0_g1_i1,Q8IN35
TRINITY_DN140111_c0_g1_i1,Q14517
TRINITY_DN140195_c0_g1_i1,P79114
TRINITY_DN140203_c0_g1_i1,Q45480
TRINITY_DN140241_c0_g1_i1,A0A0H2VDN9
TRINITY_DN140403_c0_g1_i1,Q9VUW9
TRINITY_DN140458_c0_g1_i1,P51659
TRINITY_DN140478_c0_g1_i1,Q3ARC3
TRINITY_DN140514_c0_g1_i1,Q9UTH1
TRINITY_DN140527_c0_g1_i1,Q9C9Y6
TRINITY_DN140579_c0_g1_i1,P34556
TRINITY_DN140743_c0_g1_i1,Q6PB06
TRINITY_DN140816_c0_g1_i1,Q8BSA9
TRINITY_DN14084_c0_g1_i2,Q9LYZ9
TRINITY_DN140865_c0_g1_i1,A2Q7T1
TRINITY_DN141004_c0_g1_i1,Q96UP5
TRINITY_DN141058_c0_g1_i1,Q9S7E9
TRINITY_DN141117_c0_g1_i1,Q7JYV7
TRINITY_DN141178_c0_g1_i1,Q9LBW5
TRINITY_DN141253_c0_g1_i1,Q5UNW1
TRINITY_DN141261_c0_g1_i1,O04846
TRINITY_DN141341_c0_g1_i1,Q54XI5
TRINITY_DN141426_c0_g1_i1,Q92527
TRINITY_DN141536_c0_g1_i1,P14381
TRINITY_DN14155_c0_g1_i1,Q9DE14
TRINITY_DN141587_c0_g1_i1,P49693
TRINITY_DN141847_c0_g1_i2,O55737
TRINITY_DN141857_c0_g1_i1,Q0WVK7
TRINITY_DN141875_c0_g1_i2,Q4UMH6
TRINITY_DN142240_c0_g1_i1,Q5REW9
TRINITY_DN142263_c0_g1_i1,Q91Y47
TRINITY_DN142331_c0_g1_i1,Q9UPV0
TRINITY_DN142383_c0_g1_i1,Q5ZMW3
TRINITY_DN142384_c1_g1_i1,P38116
TRINITY_DN142465_c0_g1_i2,Q9SIC9
